Date,home_team,away_team,total_runs,home_runs,away_runs,home_off_roll5,home_def_roll5,home_off_roll10,home_def_roll10,home_off_roll20,home_def_roll20,away_off_roll5,away_def_roll5,away_off_roll10,away_def_roll10,away_off_roll20,away_def_roll20,pred_home_runs,lambda_home,lambda_away,p_over_poisson,actual_total,actual_over,prob_bucket,p_over_negbin,prob_bucket_nb,lambda_home_cal,lambda_away_cal,p_over_cal
2025-08-18,ARI,CLE,4.0,1.0,3.0,5.8,5.2,5.9,4.3,4.35,4.6,3.6,6.8,4.2,5.0,4.4,4.35,4.562721703608033,4.562721703608033,4.3429580953008875,0.5307,4.0,0,"(0.5, 0.55]",0.5054,"(0.5, 0.55]",4.562721703608026,4.34295809530088,0.5005
2025-08-18,PHI,SEA,19.0,12.0,7.0,3.8,4.8,4.0,3.6,4.25,3.85,4.2,5.6,4.6,4.3,4.45,3.65,4.379677058687906,4.379677058687906,4.06330180458104,0.4845,19.0,1,"(0.45, 0.5]",0.4567,"(0.45, 0.5]",4.379677058687899,4.063301804581034,0.4517
2025-08-18,LAA,CIN,5.0,1.0,4.0,4.6,7.0,4.7,5.8,4.3,5.15,7.4,4.6,4.7,4.1,4.3,3.3,4.338239721953982,4.338239721953982,5.0095222516530855,0.5936,5.0,0,"(0.55, 0.6]",0.5395,"(0.5, 0.55]",4.338239721953975,5.0095222516530775,0.5356
2025-08-18,PIT,TOR,7.0,5.0,2.0,2.4,7.0,3.2,6.0,4.35,5.6,5.4,4.4,5.9,4.2,6.0,5.35,4.3680393641513175,4.3680393641513175,5.301351817420206,0.6302,7.0,0,"(0.6, 0.65]",0.5816,"(0.55, 0.6]",4.3680393641513104,5.301351817420198,0.5752
2025-08-18,MIA,STL,11.0,3.0,8.0,5.6,5.0,4.4,5.2,4.55,5.05,4.0,6.6,3.7,4.9,3.4,4.95,4.5633110245797415,4.5633110245797415,4.634864535407169,0.5715,11.0,1,"(0.55, 0.6]",0.5285,"(0.5, 0.55]",4.563311024579734,4.634864535407162,0.5292
2025-08-18,ATL,CHW,22.0,9.0,13.0,6.4,2.8,6.0,4.0,5.05,4.9,2.8,4.4,3.3,4.8,4.15,4.7,4.602259091203169,4.602259091203169,4.195766633568069,0.5132,22.0,1,"(0.5, 0.55]",0.4901,"(0.45, 0.5]",4.602259091203162,4.195766633568063,0.496
2025-08-19,ATL,CHW,21.0,11.0,10.0,6.0,4.2,6.8,4.8,5.35,5.15,3.6,5.0,4.0,4.9,4.2,4.9,4.666305282094748,4.666305282094748,4.5380376776039055,0.5648,21.0,1,"(0.55, 0.6]",0.5425,"(0.5, 0.55]",4.666305282094741,4.538037677603898,0.5263
2025-08-19,COL,LAD,15.0,4.0,11.0,5.2,5.2,4.8,5.3,4.85,7.75,4.4,3.2,4.7,3.5,4.3,3.35,4.263580427312762,4.263580427312762,4.773187924731752,0.5601,15.0,1,"(0.55, 0.6]",0.519,"(0.5, 0.55]",4.263580427312756,4.773187924731745,0.515
2025-08-19,LAA,CIN,10.0,4.0,6.0,3.8,6.0,4.3,6.1,4.2,5.05,5.4,3.2,4.6,4.1,4.25,3.35,4.326153369052056,4.326153369052056,5.151250224927277,0.602,10.0,1,"(0.6, 0.65]",0.5512,"(0.55, 0.6]",4.326153369052049,5.151250224927269,0.5545
2025-08-19,PIT,TOR,10.0,3.0,7.0,3.4,4.6,3.0,6.2,4.5,5.7,5.6,4.6,4.1,4.6,5.8,5.55,4.483041034145269,4.483041034145269,5.381166364689434,0.6554,10.0,1,"(0.65, 1.0]",0.58,"(0.55, 0.6]",4.483041034145262,5.381166364689426,0.5842
2025-08-19,MIA,STL,11.0,4.0,7.0,3.6,5.8,4.2,5.9,4.65,5.1,5.6,6.6,4.0,4.9,3.75,4.95,4.576059945558567,4.576059945558567,4.997516537725395,0.612,11.0,1,"(0.6, 0.65]",0.5677,"(0.55, 0.6]",4.57605994555856,4.997516537725387,0.5673
2025-08-19,MIN,ATH,9.0,3.0,6.0,3.6,5.2,4.4,4.5,3.8,5.25,5.8,4.0,5.2,3.0,5.9,3.2,4.029177472772446,4.029177472772446,4.575837963822578,0.4873,9.0,1,"(0.45, 0.5]",0.469,"(0.45, 0.5]",4.02917747277244,4.575837963822571,0.4656
2025-08-19,KCR,TEX,7.0,5.0,2.0,5.2,3.2,5.4,3.7,5.2,4.55,4.8,6.8,3.3,5.6,3.75,4.65,4.827540804381975,4.827540804381975,4.040247983945028,0.5282,7.0,0,"(0.5, 0.55]",0.4955,"(0.45, 0.5]",4.827540804381968,4.040247983945021,0.5013
2025-08-19,TBR,NYY,16.0,3.0,13.0,3.6,4.4,3.9,4.6,3.35,4.3,6.8,4.0,4.9,3.7,4.85,5.2,4.133655677007719,4.133655677007719,4.515078144376143,0.4887,16.0,1,"(0.45, 0.5]",0.478,"(0.45, 0.5]",4.133655677007713,4.515078144376136,0.4834
2025-08-19,WSN,NYM,9.0,1.0,8.0,4.8,5.2,4.5,4.8,4.1,6.4,5.6,6.0,5.4,5.6,5.0,5.2,4.681639528210299,4.681639528210299,4.6183768832756025,0.579,9.0,1,"(0.55, 0.6]",0.5525,"(0.55, 0.6]",4.681639528210292,4.618376883275595,0.5357
2025-08-19,CHC,MIL,5.0,4.0,1.0,3.0,3.6,3.2,3.0,3.35,3.55,9.4,3.8,7.6,3.6,7.55,3.95,4.111185931844134,4.111185931844134,4.10417795357825,0.4439,5.0,0,"(0.0, 0.45]",0.4243,"(0.0, 0.45]",4.111185931844128,4.104177953578244,0.4296
2025-08-19,CHC,MIL,5.0,4.0,1.0,3.0,3.6,3.2,3.0,3.35,3.55,10.0,2.8,7.9,3.2,7.4,3.9,4.022521741335894,4.022521741335894,4.090695889604234,0.4271,5.0,0,"(0.0, 0.45]",0.4119,"(0.0, 0.45]",4.022521741335888,4.090695889604228,0.4074
2025-08-19,CHC,MIL,10.0,6.0,4.0,2.0,3.2,2.6,3.1,3.3,3.55,9.4,3.8,7.6,3.6,7.55,3.95,4.105455047417984,4.105455047417984,4.144038089163975,0.4489,10.0,1,"(0.0, 0.45]",0.4281,"(0.0, 0.45]",4.105455047417978,4.144038089163969,0.4324
2025-08-19,ARI,CLE,11.0,6.0,5.0,4.8,5.0,5.8,4.3,4.25,4.55,3.4,4.4,4.1,5.0,4.4,4.3,4.550009943023664,4.550009943023664,4.3429580953008875,0.5426,11.0,1,"(0.5, 0.55]",0.5095,"(0.5, 0.55]",4.550009943023657,4.34295809530088,0.5067
2025-08-19,PHI,SEA,10.0,6.0,4.0,6.2,4.6,4.3,4.2,4.7,4.0,5.0,7.2,4.5,4.9,4.6,4.15,4.582447756500894,4.582447756500894,4.320096041911958,0.5273,10.0,1,"(0.5, 0.55]",0.4952,"(0.45, 0.5]",4.582447756500887,4.320096041911951,0.5014
2025-08-19,CHC,MIL,10.0,6.0,4.0,2.0,3.2,2.6,3.1,3.3,3.55,10.0,2.8,7.9,3.2,7.4,3.9,4.016914452445671,4.016914452445671,4.130425086204355,0.4278,10.0,1,"(0.0, 0.45]",0.4249,"(0.0, 0.45]",4.016914452445665,4.130425086204348,0.4193
2025-08-19,SDP,SFG,6.0,5.0,1.0,4.0,3.8,4.0,3.5,4.45,3.3,3.8,4.8,2.8,4.5,3.65,4.65,4.452456827448344,4.452456827448344,3.9542147552807276,0.4667,6.0,0,"(0.45, 0.5]",0.4582,"(0.45, 0.5]",4.452456827448337,3.9542147552807214,0.4486
2025-08-20,COL,LAD,11.0,8.0,3.0,5.6,5.8,4.7,5.8,4.65,8.0,5.6,2.8,5.5,3.4,4.75,3.35,4.216809782996015,4.216809782996015,5.059216635473947,0.573,11.0,1,"(0.55, 0.6]",0.5312,"(0.5, 0.55]",4.216809782996009,5.059216635473939,0.538
2025-08-20,SDP,SFG,9.0,8.0,1.0,2.8,3.8,4.2,3.4,4.7,3.2,3.8,3.6,2.4,5.0,3.65,4.5,4.6074931898675695,4.6074931898675695,3.916180467735759,0.4719,9.0,1,"(0.45, 0.5]",0.4584,"(0.45, 0.5]",4.607493189867562,3.9161804677357526,0.4627
2025-08-20,ATL,CHW,1.0,1.0,0.0,7.4,5.6,7.2,5.7,5.85,5.25,5.6,7.0,4.5,5.1,4.65,5.15,4.783719221095091,4.783719221095091,4.999574700986046,0.6398,1.0,0,"(0.6, 0.65]",0.5933,"(0.55, 0.6]",4.783719221095084,4.999574700986038,0.5909
2025-08-20,MIA,STL,8.0,6.0,2.0,3.6,5.4,4.5,5.9,4.6,5.45,6.0,6.2,4.2,5.3,4.0,4.7,4.67040568301354,4.67040568301354,5.024997937927126,0.6356,8.0,0,"(0.6, 0.65]",0.5797,"(0.55, 0.6]",4.6704056830135325,5.024997937927118,0.5854
2025-08-20,DET,HOU,9.0,7.0,2.0,5.4,2.6,5.4,4.0,5.6,3.95,1.0,8.8,3.4,6.5,3.5,5.95,5.127162813856533,5.127162813856533,4.136366768568029,0.5835,9.0,1,"(0.55, 0.6]",0.5272,"(0.5, 0.55]",5.127162813856525,4.136366768568023,0.5348
2025-08-20,LAA,CIN,3.0,2.0,1.0,3.2,6.4,4.4,6.0,4.3,5.15,6.4,3.2,5.1,3.9,4.2,3.45,4.291204259971645,4.291204259971645,5.0961096227013405,0.5828,3.0,0,"(0.55, 0.6]",0.5551,"(0.55, 0.6]",4.291204259971638,5.0961096227013325,0.5485
2025-08-20,WSN,NYM,9.0,5.0,4.0,3.4,5.4,4.6,5.1,3.8,6.7,6.0,4.0,6.1,5.3,5.1,5.1,4.567320921829651,4.567320921829651,4.7646905053231565,0.5898,9.0,1,"(0.55, 0.6]",0.5433,"(0.5, 0.55]",4.567320921829644,4.764690505323149,0.5507
2025-08-20,PHI,SEA,13.0,11.0,2.0,7.0,4.8,4.6,4.4,4.9,3.9,5.2,7.4,4.6,5.3,4.45,4.35,4.709659507952125,4.709659507952125,4.389949495122849,0.5593,13.0,1,"(0.55, 0.6]",0.5198,"(0.5, 0.55]",4.709659507952118,4.389949495122842,0.5204
2025-08-20,PIT,TOR,3.0,2.0,1.0,3.0,3.6,3.0,6.7,4.35,6.05,6.6,5.0,4.7,4.4,5.95,5.2,4.415917008048709,4.415917008048709,5.6662167613407375,0.6798,3.0,0,"(0.65, 1.0]",0.6133,"(0.6, 0.65]",4.415917008048702,5.666216761340729,0.6163
2025-08-20,CHC,MIL,7.0,4.0,3.0,3.4,3.2,2.7,3.0,3.35,3.2,6.8,4.6,7.2,3.6,7.4,3.8,4.111185931844134,4.111185931844134,4.090695889604234,0.4285,7.0,0,"(0.0, 0.45]",0.4242,"(0.0, 0.45]",4.111185931844128,4.090695889604228,0.4265
2025-08-20,KCR,TEX,9.0,3.0,6.0,4.8,2.0,5.2,3.6,5.45,4.35,4.4,6.6,3.3,5.8,3.75,4.85,4.914613840232149,4.914613840232149,4.001386171149169,0.5379,9.0,1,"(0.5, 0.55]",0.4897,"(0.45, 0.5]",4.914613840232141,4.0013861711491625,0.5002
2025-08-21,NYY,BOS,9.0,3.0,6.0,7.6,4.4,6.2,3.8,5.3,4.95,3.2,4.2,5.1,4.4,5.65,3.8,4.5345211579737885,4.5345211579737885,4.253104971835027,0.5216,9.0,1,"(0.5, 0.55]",0.4888,"(0.45, 0.5]",4.534521157973781,4.253104971835021,0.4894
2025-08-21,MIN,ATH,11.0,3.0,8.0,4.0,4.6,4.1,4.8,3.8,5.35,6.2,3.2,5.7,3.1,5.45,3.2,4.0511989995369735,4.0511989995369735,4.664191111047754,0.501,11.0,1,"(0.5, 0.55]",0.4783,"(0.45, 0.5]",4.051198999536967,4.664191111047747,0.4826
2025-08-21,CHC,MIL,5.0,1.0,4.0,3.6,3.6,2.9,3.0,3.4,2.9,5.0,4.4,7.2,3.8,7.4,3.9,4.1620500185002935,4.1620500185002935,4.090695889604234,0.4473,5.0,0,"(0.0, 0.45]",0.4366,"(0.0, 0.45]",4.162050018500287,4.090695889604228,0.4302
2025-08-21,KCR,TEX,10.0,6.0,4.0,4.8,3.0,5.1,3.3,5.2,4.45,4.6,6.0,3.8,5.2,3.65,4.85,4.723427294396786,4.723427294396786,3.87851201945815,0.4911,10.0,1,"(0.45, 0.5]",0.4694,"(0.45, 0.5]",4.723427294396779,3.8785120194581437,0.464
2025-08-21,TBR,STL,11.0,4.0,7.0,4.2,5.8,3.7,5.5,3.4,4.65,5.8,6.6,4.3,5.0,3.75,4.95,4.443379945096324,4.443379945096324,4.807995123914787,0.5771,11.0,1,"(0.55, 0.6]",0.5394,"(0.5, 0.55]",4.443379945096317,4.80799512391478,0.5392
2025-08-21,SDP,SFG,12.0,8.0,4.0,4.0,3.4,4.8,2.5,4.95,3.2,2.8,3.8,2.3,5.4,3.65,4.8,4.742010456079316,4.742010456079316,3.5899194068774896,0.4558,12.0,1,"(0.45, 0.5]",0.4389,"(0.0, 0.45]",4.742010456079309,3.589919406877484,0.4436
2025-08-21,WSN,NYM,12.0,9.0,3.0,3.8,5.8,4.7,5.3,3.95,6.85,6.2,4.2,6.3,5.5,4.9,5.3,4.636746358990149,4.636746358990149,4.836425343654528,0.6052,12.0,1,"(0.6, 0.65]",0.5475,"(0.5, 0.55]",4.636746358990142,4.836425343654521,0.5686
2025-08-21,COL,LAD,14.0,5.0,9.0,6.4,5.8,4.9,4.8,4.85,7.65,5.6,4.0,5.3,4.1,4.75,3.55,4.405320778293889,4.405320778293889,4.593119268251769,0.5436,14.0,1,"(0.5, 0.55]",0.5084,"(0.5, 0.55]",4.4053207782938815,4.593119268251762,0.5137
2025-08-21,BAL,HOU,9.0,2.0,7.0,6.8,1.8,4.7,2.7,5.0,3.7,1.2,7.4,2.9,6.9,3.5,6.05,5.1531883803222955,5.1531883803222955,3.6479663264103723,0.5152,9.0,1,"(0.5, 0.55]",0.4961,"(0.45, 0.5]",5.1531883803222875,3.6479663264103666,0.4994
2025-08-22,MIA,TOR,7.0,2.0,5.0,4.6,5.4,4.5,5.3,4.8,5.55,5.6,4.4,4.7,3.7,5.8,4.75,4.304304644779277,4.304304644779277,4.93285580769064,0.5736,7.0,0,"(0.55, 0.6]",0.5466,"(0.5, 0.55]",4.30430464477927,4.932855807690632,0.5422
2025-08-22,SDP,LAD,3.0,2.0,1.0,5.6,3.0,5.0,2.7,4.9,3.3,6.2,5.0,5.3,4.5,4.95,3.7,4.508707622079347,4.508707622079347,3.765861804686023,0.4461,3.0,0,"(0.0, 0.45]",0.4384,"(0.0, 0.45]",4.50870762207934,3.765861804686017,0.4457
2025-08-22,LAA,CHC,5.0,2.0,3.0,2.4,5.6,4.2,5.6,4.3,4.85,3.0,3.8,2.9,2.9,2.95,2.95,4.063566685298587,4.063566685298587,4.770240777378673,0.5203,5.0,0,"(0.5, 0.55]",0.4887,"(0.45, 0.5]",4.06356668529858,4.770240777378666,0.4921
2025-08-22,MIL,SFG,9.0,5.0,4.0,3.8,3.0,6.9,3.5,7.2,3.75,3.4,5.0,2.7,5.4,3.7,4.95,5.0492199396886255,5.0492199396886255,3.958554075331339,0.5437,9.0,1,"(0.5, 0.55]",0.5081,"(0.5, 0.55]",5.0492199396886175,3.9585540753313326,0.5093
2025-08-22,DET,KCR,12.0,7.0,5.0,6.6,3.0,5.5,3.7,5.45,3.85,4.8,3.4,5.5,3.7,5.3,4.35,4.383072228414304,4.383072228414304,4.179980341883959,0.4898,12.0,1,"(0.45, 0.5]",0.4709,"(0.45, 0.5]",4.383072228414297,4.179980341883953,0.4619
2025-08-22,SEA,ATH,5.0,3.0,2.0,3.4,7.8,4.1,6.0,4.5,4.7,6.6,3.8,5.9,3.4,5.6,3.3,4.199199989569519,4.199199989569519,5.255039561914284,0.5949,5.0,0,"(0.55, 0.6]",0.5539,"(0.55, 0.6]",4.199199989569513,5.255039561914276,0.5644
2025-08-22,ATL,NYM,19.0,7.0,12.0,7.2,5.6,6.5,5.1,5.4,4.9,5.0,3.8,6.2,5.7,4.95,5.7,4.881085357137664,4.881085357137664,4.749038683463642,0.6277,19.0,1,"(0.6, 0.65]",0.5727,"(0.55, 0.6]",4.881085357137656,4.749038683463635,0.5778
2025-08-22,TBR,STL,16.0,10.0,6.0,3.4,6.8,3.9,5.9,3.55,4.9,5.6,5.0,4.7,5.2,4.1,4.9,4.510921420818796,4.510921420818796,5.036032765322045,0.6153,16.0,1,"(0.6, 0.65]",0.5559,"(0.55, 0.6]",4.510921420818789,5.036032765322037,0.5652
2025-08-22,PHI,WSN,9.0,4.0,5.0,8.0,4.8,5.3,4.4,5.15,3.85,5.2,5.2,4.8,5.6,4.2,6.65,4.820811340214921,4.820811340214921,4.365941135232732,0.5631,9.0,1,"(0.55, 0.6]",0.5345,"(0.5, 0.55]",4.820811340214914,4.365941135232725,0.5377
2025-08-22,PIT,COL,9.0,9.0,0.0,2.8,3.4,3.1,6.6,4.15,5.85,5.4,6.2,5.2,5.4,5.1,7.85,4.637345240983693,4.637345240983693,5.508051930484967,0.6856,9.0,1,"(0.65, 1.0]",0.6206,"(0.6, 0.65]",4.637345240983686,5.5080519304849584,0.6215
2025-08-22,TEX,CLE,7.0,4.0,3.0,5.0,4.4,4.0,5.5,3.45,5.1,2.6,4.8,3.7,5.1,4.5,4.4,4.473901802116029,4.473901802116029,4.88774975150743,0.5908,7.0,0,"(0.55, 0.6]",0.5516,"(0.55, 0.6]",4.473901802116022,4.887749751507422,0.5396
2025-08-22,CHW,MIN,16.0,7.0,9.0,5.4,6.6,4.4,4.9,4.45,4.95,3.8,6.0,3.5,5.2,3.9,5.75,4.625620237361248,4.625620237361248,4.5520568283073874,0.5708,16.0,1,"(0.55, 0.6]",0.5253,"(0.5, 0.55]",4.6256202373612405,4.55205682830738,0.534
2025-08-22,NYY,BOS,1.0,0.0,1.0,8.0,4.8,6.2,4.2,5.2,4.65,4.2,4.0,5.4,4.0,5.85,3.7,4.4243663384502145,4.4243663384502145,4.440190890657711,0.5225,1.0,0,"(0.5, 0.55]",0.5004,"(0.5, 0.55]",4.424366338450207,4.440190890657704,0.4951
2025-08-22,BAL,HOU,17.0,7.0,10.0,6.4,2.6,4.4,3.3,4.85,4.0,1.8,7.6,3.2,6.5,3.7,5.4,5.020995686787543,5.020995686787543,3.8827682640007852,0.5339,17.0,1,"(0.5, 0.55]",0.4982,"(0.45, 0.5]",5.020995686787535,3.882768264000779,0.4928
2025-08-23,ARI,CIN,11.0,10.0,1.0,4.4,5.6,5.8,4.7,4.55,4.7,5.4,3.4,5.2,3.4,3.95,3.45,4.205061734380889,4.205061734380889,4.4698082635183525,0.4986,11.0,1,"(0.45, 0.5]",0.4732,"(0.45, 0.5]",4.205061734380883,4.469808263518345,0.489
2025-08-23,DET,KCR,6.0,4.0,2.0,6.6,4.0,5.8,3.5,5.55,4.05,4.6,4.4,5.3,4.0,5.35,4.65,4.46778021937406,4.46778021937406,4.104454618692543,0.4856,6.0,0,"(0.45, 0.5]",0.4676,"(0.45, 0.5]",4.467780219374053,4.104454618692537,0.4687
2025-08-23,BAL,HOU,17.0,8.0,9.0,6.8,4.0,4.8,4.1,4.65,4.3,3.8,7.6,3.8,6.7,4.15,5.5,5.047786038238717,5.047786038238717,4.236516286431993,0.5829,17.0,1,"(0.55, 0.6]",0.5438,"(0.5, 0.55]",5.047786038238709,4.2365162864319865,0.539
2025-08-23,NYY,BOS,13.0,1.0,12.0,7.2,4.4,5.7,3.9,5.0,4.25,4.0,3.8,4.5,3.8,5.7,3.6,4.352045736251717,4.352045736251717,4.2991241485875085,0.4943,13.0,1,"(0.45, 0.5]",0.4806,"(0.45, 0.5]",4.35204573625171,4.299124148587501,0.4763
2025-08-23,CHW,MIN,10.0,7.0,3.0,6.4,7.2,4.5,5.4,4.5,5.3,5.6,6.0,3.5,5.5,4.2,5.65,4.708443144708847,4.708443144708847,4.808985077645647,0.6043,10.0,1,"(0.6, 0.65]",0.5654,"(0.55, 0.6]",4.7084431447088395,4.80898507764564,0.56
2025-08-23,LAA,CHC,13.0,1.0,12.0,2.2,4.2,3.9,5.3,4.2,4.95,3.6,2.8,2.8,3.0,3.05,3.05,4.074393178347316,4.074393178347316,4.6440864297798505,0.5167,13.0,1,"(0.5, 0.55]",0.4787,"(0.45, 0.5]",4.07439317834731,4.644086429779843,0.4899
2025-08-23,MIL,SFG,8.0,1.0,7.0,3.4,3.8,6.7,3.3,7.0,3.8,2.8,5.8,3.0,5.5,3.65,4.9,5.048567866843887,5.048567866843887,3.87851201945815,0.5342,8.0,0,"(0.5, 0.55]",0.5034,"(0.5, 0.55]",5.048567866843879,3.8785120194581437,0.5037
2025-08-23,PIT,COL,6.0,5.0,1.0,4.4,2.8,3.2,5.2,4.45,5.8,4.2,7.0,4.9,6.3,4.25,7.5,4.911441212929968,4.911441212929968,4.722094220249362,0.6272,6.0,0,"(0.6, 0.65]",0.5713,"(0.55, 0.6]",4.91144121292996,4.722094220249355,0.5729
2025-08-23,SDP,LAD,6.0,5.0,1.0,5.2,2.2,4.8,2.7,4.65,3.05,5.4,4.6,5.0,4.2,4.75,3.6,4.404751860701429,4.404751860701429,3.749376563578611,0.4256,6.0,0,"(0.0, 0.45]",0.416,"(0.0, 0.45]",4.404751860701422,3.7493765635786054,0.4207
2025-08-23,PHI,WSN,10.0,6.0,4.0,8.8,5.4,5.3,4.8,5.2,3.65,5.8,6.0,4.9,5.3,4.4,6.4,4.749243253432287,4.749243253432287,4.557990500160199,0.5742,10.0,1,"(0.55, 0.6]",0.5362,"(0.5, 0.55]",4.7492432534322795,4.557990500160192,0.5428
2025-08-23,TEX,CLE,10.0,10.0,0.0,3.8,4.2,4.2,5.4,3.45,4.95,3.2,5.2,3.7,5.4,4.35,4.4,4.547659985389107,4.547659985389107,4.824834470075839,0.5953,10.0,1,"(0.55, 0.6]",0.5475,"(0.5, 0.55]",4.5476599853890995,4.824834470075832,0.5459
2025-08-23,ATL,NYM,11.0,2.0,9.0,6.6,7.8,6.5,6.2,5.45,5.05,6.8,5.0,6.8,5.7,5.3,5.9,4.887898958975426,4.887898958975426,5.322468785282093,0.686,11.0,1,"(0.65, 1.0]",0.6312,"(0.6, 0.65]",4.887898958975418,5.322468785282085,0.625
2025-08-24,PIT,COL,4.0,4.0,0.0,4.8,2.2,3.6,4.6,3.9,5.0,3.6,7.4,4.4,6.3,3.9,7.5,4.836653318632226,4.836653318632226,4.421962030327777,0.5766,4.0,0,"(0.55, 0.6]",0.533,"(0.5, 0.55]",4.8366533186322185,4.42196203032777,0.5385
2025-08-24,BAL,HOU,5.0,3.0,2.0,7.0,5.8,5.3,3.9,4.25,4.55,5.6,6.8,4.0,7.4,4.55,5.55,5.185906191287615,5.185906191287615,4.192030234400947,0.6004,5.0,0,"(0.6, 0.65]",0.5451,"(0.5, 0.55]",5.185906191287607,4.19203023440094,0.5487
2025-08-24,ATL,NYM,7.0,4.0,3.0,6.0,8.8,6.2,5.8,5.45,5.35,7.2,4.8,6.4,5.4,5.45,5.65,4.808622463284302,4.808622463284302,5.137500657374405,0.6643,7.0,0,"(0.65, 1.0]",0.5972,"(0.55, 0.6]",4.808622463284295,5.137500657374397,0.5987
2025-08-24,MIA,TOR,8.0,5.0,3.0,4.0,5.0,4.6,5.1,4.25,5.2,3.8,4.4,4.7,3.5,5.85,4.05,4.192804873348171,4.192804873348171,4.843726799464994,0.5506,8.0,0,"(0.55, 0.6]",0.5094,"(0.5, 0.55]",4.192804873348165,4.843726799464987,0.5134
2025-08-24,SEA,ATH,15.0,11.0,4.0,3.8,7.6,3.8,5.9,4.5,4.75,6.6,2.8,5.9,3.4,5.35,3.4,4.199199989569519,4.199199989569519,5.176030021716917,0.5964,15.0,1,"(0.55, 0.6]",0.5476,"(0.5, 0.55]",4.199199989569513,5.176030021716909,0.5408
2025-08-24,ARI,CIN,7.0,1.0,6.0,5.8,5.0,6.2,4.3,5.05,4.45,4.0,5.4,5.1,4.1,3.9,3.9,4.4299702225454105,4.4299702225454105,4.295585256331547,0.5003,7.0,0,"(0.5, 0.55]",0.4913,"(0.45, 0.5]",4.429970222545403,4.29558525633154,0.4884
2025-08-24,LAA,CHC,7.0,3.0,4.0,2.0,5.2,3.3,6.1,3.95,5.35,4.8,2.2,3.9,2.9,3.5,2.9,4.024080588951088,4.024080588951088,5.067195994614261,0.555,7.0,0,"(0.55, 0.6]",0.5281,"(0.5, 0.55]",4.024080588951081,5.067195994614253,0.5172
2025-08-24,DET,KCR,18.0,8.0,10.0,5.8,3.4,5.3,3.2,5.15,4.05,4.2,4.6,4.7,3.9,5.1,4.35,4.394182422316628,4.394182422316628,3.9653465127232366,0.4633,18.0,1,"(0.45, 0.5]",0.4469,"(0.0, 0.45]",4.394182422316621,3.9653465127232304,0.4372
2025-08-24,NYY,BOS,9.0,7.0,2.0,5.0,5.2,5.7,4.4,4.85,4.7,5.0,3.0,5.5,3.3,6.1,3.5,4.217354425996454,4.217354425996454,4.551749992091697,0.5122,9.0,1,"(0.5, 0.55]",0.481,"(0.45, 0.5]",4.217354425996448,4.55174999209169,0.4762
2025-08-24,MIL,SFG,7.0,3.0,4.0,2.8,4.0,6.1,3.9,6.9,3.65,3.4,5.4,3.6,5.1,3.95,4.8,4.92592557169288,4.92592557169288,4.137218435761779,0.5598,7.0,0,"(0.55, 0.6]",0.5103,"(0.5, 0.55]",4.925925571692872,4.137218435761773,0.5118
2025-08-24,CHW,MIN,8.0,8.0,0.0,7.4,6.6,5.1,5.5,4.7,5.15,5.2,5.8,3.8,6.0,4.25,5.65,4.865601068066945,4.865601068066945,4.86101895307401,0.6421,8.0,0,"(0.6, 0.65]",0.5734,"(0.55, 0.6]",4.865601068066937,4.8610189530740024,0.5786
2025-08-24,SDP,LAD,10.0,2.0,8.0,5.6,1.6,4.8,2.7,4.55,3.05,5.0,4.8,4.7,4.0,4.7,3.6,4.344856664086041,4.344856664086041,3.7452665414366844,0.4149,10.0,1,"(0.0, 0.45]",0.4106,"(0.0, 0.45]",4.344856664086034,3.7452665414366786,0.4143
2025-08-24,TBR,STL,9.0,7.0,2.0,4.0,6.8,4.5,5.8,3.85,5.1,6.0,5.4,5.0,6.0,4.4,5.3,4.751575156409603,4.751575156409603,5.020523094650606,0.6385,9.0,1,"(0.6, 0.65]",0.5937,"(0.55, 0.6]",4.751575156409596,5.020523094650598,0.593
2025-08-24,TEX,CLE,5.0,5.0,0.0,5.2,3.4,5.0,5.1,3.7,4.55,3.0,5.2,3.3,5.8,4.3,4.7,4.680430401684107,4.680430401684107,4.681806093733594,0.5926,5.0,0,"(0.55, 0.6]",0.5506,"(0.55, 0.6]",4.6804304016841,4.681806093733587,0.5449
2025-08-24,PHI,WSN,5.0,3.0,2.0,7.8,4.4,5.8,4.6,5.25,3.65,4.8,5.0,4.8,5.1,4.15,5.9,4.70430934865193,4.70430934865193,4.446278449756296,0.5582,5.0,0,"(0.55, 0.6]",0.5339,"(0.5, 0.55]",4.704309348651923,4.446278449756289,0.5301
2025-08-25,LAD,CIN,7.0,7.0,0.0,4.4,4.4,5.0,3.6,4.85,3.7,3.6,3.6,5.5,4.1,4.1,3.7,4.405320778293889,4.405320778293889,4.032225148730665,0.4626,7.0,0,"(0.45, 0.5]",0.4441,"(0.0, 0.45]",4.4053207782938815,4.032225148730658,0.4525
2025-08-25,MIA,ATL,3.0,2.0,1.0,4.0,5.0,4.8,5.0,4.4,5.35,5.0,6.8,5.5,5.5,5.45,5.4,4.695325403617311,4.695325403617311,4.7552291240110325,0.5987,3.0,0,"(0.55, 0.6]",0.5559,"(0.55, 0.6]",4.6953254036173036,4.755229124011025,0.5543
2025-08-25,MIL,ARI,12.0,7.0,5.0,3.2,4.0,5.0,4.3,6.25,3.4,4.6,4.2,5.0,4.3,5.05,4.5,4.63100002067011,4.63100002067011,4.405324693573074,0.5535,12.0,1,"(0.55, 0.6]",0.5099,"(0.5, 0.55]",4.631000020670103,4.405324693573067,0.5083
