Date,home_team,away_team,total_runs,home_runs,away_runs,home_off_roll5,home_def_roll5,home_off_roll10,home_def_roll10,home_off_roll20,home_def_roll20,away_off_roll5,away_def_roll5,away_off_roll10,away_def_roll10,away_off_roll20,away_def_roll20,game_date,home_SP_name,home_SP_K_pct_talent,home_SP_BB_pct_talent,home_SP_whiff_pct_talent,away_SP_name,away_SP_K_pct_talent,away_SP_BB_pct_talent,away_SP_whiff_pct_talent,home_bp_K_pct_roll10,home_bp_BB_pct_roll10,home_bp_whiff_pct_roll10,home_bp_K_pct_talent,home_bp_BB_pct_talent,home_bp_whiff_pct_talent,away_bp_K_pct_roll10,away_bp_BB_pct_roll10,away_bp_whiff_pct_roll10,away_bp_K_pct_talent,away_bp_BB_pct_talent,away_bp_whiff_pct_talent
2025-05-18,ARI,COL,1.0,1.0,0.0,7.2,6.4,5.7,6.4,4.7,5.3,3.8,6.8,4.0,9.2,3.45,7.55,2025-05-18,Merrill Kelly,0.1964757822245744,0.0585126628604889,0.1884114491431564,Chase Dollander,0.20508658008658,0.1071428571428571,0.2018682830794631,0.22039385772889605,0.0882619932402541,0.23601569117349458,0.23502597540232073,0.08180288925407202,0.2412021143194191,0.1671042846042846,0.08196419321419321,0.22574309470861192,0.18834508846854606,0.10510433597773003,0.2302298792895274
2025-05-26,ARI,PIT,5.0,5.0,0.0,4.2,4.4,5.6,5.3,4.6,5.1,3.2,3.2,2.7,3.7,2.35,3.8,2025-05-26,Ryne Nelson,0.2393244713818876,0.0701016819437871,0.1989190355099445,Andrew Heaney,0.182544095196269,0.0918555952903778,0.1845686696373133,0.22897722567287784,0.06433850931677018,0.2752613677049767,0.23203082626230562,0.07587392450669839,0.24299303003823797,0.17860330416057965,0.09173850401404579,0.19621142077877687,0.19951475141624272,0.08610619122008067,0.24663930726860184
2025-05-27,ARI,PIT,15.0,6.0,9.0,3.4,3.4,5.5,4.3,4.75,4.95,3.0,4.2,2.3,4.2,2.15,3.6,2025-05-27,Corbin Burnes,0.2410907217670502,0.1024685638212207,0.2486731819960725,Joey Wentz,0.1491181657848324,0.0878747795414462,0.1837036914268035,0.20606813476378694,0.06652032749858836,0.27406088751289986,0.22941746079280168,0.07783585519765178,0.24393978220528587,0.17026997082724632,0.10007183734737912,0.20121642578378185,0.19736324367396665,0.08605484199995572,0.24550126797076077
2025-05-28,ARI,PIT,11.0,1.0,10.0,4.4,4.6,5.3,4.5,4.95,5.05,4.2,5.2,2.8,4.0,2.55,3.8,2025-05-28,Zac Gallen,0.2380328447719751,0.106486227138401,0.2269639406100405,Paul Skenes,0.2624380691771996,0.0683111091806743,0.2608318585761081,0.17940146809712026,0.07652032749858836,0.2660608875128999,0.22767047665717496,0.0800570214667854,0.24532269525609882,0.19974365503777267,0.07375604787369491,0.20957023413759024,0.20104754833444,0.08449020850904743,0.245996286239061
2025-05-30,ARI,WSN,16.0,7.0,9.0,4.0,5.8,4.6,5.5,4.8,5.3,3.0,3.2,4.6,3.7,4.0,4.85,2025-05-30,Merrill Kelly,0.2242377612140457,0.0628739968858545,0.2132011678372706,Jake Irvin,0.1695342107854033,0.0680713510589481,0.160761921306689,0.20636225241084571,0.06402032749858837,0.26974509803921565,0.22990745343955732,0.07862743179773565,0.2462990756979542,0.1729699712052653,0.07597929521458932,0.19166298095073833,0.19979074906554448,0.10451797347266718,0.22287240219418178
2025-05-31,ARI,WSN,18.0,7.0,11.0,4.4,6.4,4.1,5.0,4.9,5.7,4.8,3.8,5.3,3.9,4.25,5.15,2025-05-31,Ryne Nelson,0.2332696543222858,0.0642598751151382,0.1974939643689643,Michael Soroka,0.2258621361588113,0.0470131530873218,0.1986357013800208,0.18355523486698608,0.08507295907753573,0.23224509803921567,0.22772071141245523,0.08094144730636263,0.24526751296641114,0.19652766351295764,0.08847929521458933,0.20659510764757094,0.20176810434509634,0.10487730727139231,0.2236063228987214
2025-06-01,ARI,WSN,4.0,3.0,1.0,5.2,7.8,4.7,6.1,5.2,5.9,6.4,5.2,6.0,4.3,4.3,5.05,2025-06-01,Corbin Burnes,0.2369816495903451,0.0988883741057653,0.2393614193520208,Mitchell Parker,0.1581281476538393,0.1008088639511564,0.1853104106656436,0.18209003340178462,0.08562240962698628,0.22795938375350136,0.22600492549508752,0.08087216505837495,0.24374812234876367,0.19989304812834224,0.09328698752228164,0.20196547801794126,0.20152210254604294,0.10522425024947175,0.22406138629701933
2025-06-10,ARI,SEA,13.0,10.0,3.0,4.8,6.2,4.8,7.1,5.15,5.7,3.6,4.4,3.3,4.3,3.45,3.5,2025-06-10,Brandon Pfaadt,0.1619604175525874,0.0554176991536818,0.1950063179160168,Logan Evans,0.1730810239143572,0.0727559785893118,0.1538686302010284,0.23792909629967104,0.10780618918928245,0.21651045902231864,0.2311228538729079,0.0830484556449397,0.2417856489289185,0.2845150299891679,0.11229185086943705,0.26517734814467864,0.21558719932410603,0.07932315971975544,0.2351816965971044
2025-06-11,ARI,SEA,7.0,5.0,2.0,5.2,6.2,5.2,6.5,5.25,5.5,3.8,5.8,3.3,4.8,3.5,3.85,2025-06-11,Eduardo Rodr\xc3\xadguez,0.2386988936988937,0.0802279942279942,0.2042392303284053,Bryan Woo,0.2364331723027375,0.0361010466988727,0.201743816687935,0.24406944717686402,0.10897577983255731,0.2177604590223186,0.2301608212280386,0.08512567604161557,0.24116198252699433,0.2904674109415488,0.11050613658372277,0.26651663385896435,0.2161086053949529,0.0800152330573349,0.23398576180017858
2025-06-13,ARI,SDP,6.0,5.0,1.0,5.8,6.4,5.6,5.7,5.1,5.6,3.8,2.0,3.5,3.0,3.1,4.45,2025-06-13,Ryne Nelson,0.2173123647692422,0.0718866156449084,0.189816255173398,Stephen Kolek,0.163833188925018,0.0945934013512724,0.1588348510840911,0.2512489343563512,0.11128347214024961,0.24204617330803288,0.229717279739391,0.08534441609982711,0.2434978357251268,0.20901207865435886,0.1017912184583338,0.21589167762595754,0.253716956259777,0.08623234439402884,0.2560947658668515
2025-06-14,ARI,SDP,15.0,8.0,7.0,4.6,4.6,5.4,4.9,4.75,4.95,3.6,3.0,3.3,3.3,3.1,4.45,2025-06-14,Zac Gallen,0.2194067589875043,0.102821189047897,0.2264073401367945,Ryan Bergert,0.1464285714285714,0.0492063492063492,0.0694120694120694,0.22673913043478255,0.10785209959123002,0.21455001355380862,0.22880350273833702,0.08531526997277647,0.24065901270909668,0.2055033067245343,0.09433507810745662,0.2100296086604403,0.25492326500331575,0.0861884199840183,0.25587180441954804
2025-06-15,ARI,SDP,10.0,2.0,8.0,6.0,3.4,5.5,4.5,5.1,5.3,4.4,3.8,4.0,3.6,3.4,4.65,2025-06-15,Merrill Kelly,0.2416159484637745,0.0649524750611707,0.2228452898807991,Nick Pivetta,0.2668431035021423,0.0720082053720497,0.2310059130647541,0.22673913043478255,0.11410209959123001,0.22859175928435888,0.22732059555636078,0.08498933754459395,0.2409076627579529,0.21373860084218138,0.10345272516628015,0.2261468247776564,0.25410351477938564,0.08714083162604788,0.2558798410164243
2025-06-27,ARI,MIA,17.0,8.0,9.0,4.8,3.0,5.4,4.9,5.45,4.7,5.4,3.8,4.3,3.4,3.95,4.1,2025-06-27,Merrill Kelly,0.2479356940362375,0.0670508069828721,0.2331956087121444,Eury P\xc3\xa9rez,0.2111111111111111,0.1304093567251461,0.160427807486631,0.2369191919191919,0.05651515151515152,0.2558119938773805,0.22852042010171467,0.08143006429091365,0.24277070414788132,0.1923699400015189,0.062290574922153855,0.20266228113318902,0.2089877760483386,0.08001149485365146,0.22927643214512214
2025-06-29,ARI,MIA,10.0,4.0,6.0,5.4,4.2,6.0,5.0,5.7,5.1,6.0,5.0,4.9,4.1,4.2,4.2,2025-06-29,Eduardo Rodr\xc3\xadguez,0.2404921598901531,0.0777716412164572,0.2178976985432177,Cal Quantrill,0.1732545522658592,0.0674720452866905,0.178467310890577,0.25738702817650183,0.06127705627705628,0.27928480722783566,0.2308628831116429,0.0800246852547822,0.24304904683165873,0.20299644799644795,0.0661183261183261,0.2147577314146149,0.2085327554189831,0.07915823684379698,0.2294117325257605
2025-06-30,ARI,SFG,6.0,4.0,2.0,5.8,4.6,6.0,5.1,5.5,5.25,2.4,4.6,3.3,4.2,4.15,4.5,2025-06-30,Ryne Nelson,0.2208030177798889,0.0771721413817571,0.1834003535921694,Logan Webb,0.278126938421056,0.0534942290824643,0.2431053826212759,0.2734396597554492,0.07785600364547732,0.27178480722783566,0.23061786422824326,0.08286522487441386,0.24162676915898815,0.21765873015873013,0.05114468864468863,0.17886062500717673,0.2431648363801299,0.07409985800688348,0.2366384090804968
2025-07-01,ARI,SFG,10.0,8.0,2.0,4.6,5.0,6.3,4.5,5.6,5.3,2.4,4.6,3.3,4.2,4.1,4.6,2025-07-01,Anthony DeSclafani,0.2181818181818181,0.0606060606060606,0.2347108179656301,Hayden Birdsong,0.2214651779344761,0.0965093548426881,0.2491036579312834,0.2867729930887825,0.07785600364547732,0.27178480722783566,0.23184066743187529,0.08187873410209941,0.24199701324908673,0.18432539682539678,0.05114468864468863,0.16237710852366022,0.2422648579129127,0.07322809497150838,0.2355351000661044
2025-07-04,ARI,KCR,12.0,3.0,9.0,5.2,5.2,5.0,4.1,5.5,4.6,2.8,3.8,2.8,4.1,2.95,3.65,2025-07-04,Eduardo Rodr\xc3\xadguez,0.2411712913265708,0.0811450954152817,0.2201907200758451,Kris Bubic,0.2570852137893041,0.0729072542001603,0.2758659705569579,0.22201108832687783,0.07896711475658844,0.21516912406042837,0.23070622369083818,0.08033246868606277,0.23904306645886156,0.19464142067083243,0.06118320405085109,0.2023196591292543,0.2223024034642297,0.06941246203467388,0.20944708787954838
