game_date,game_pk,bp_batters_faced,bp_strikeouts,bp_walks,bp_swings,bp_whiffs,bp_pitches,team,bp_K_pct,bp_BB_pct,bp_whiff_pct
2025-08-03,776895,3,1,0,5,2,10,BOS,0.3333333333333333,0.0,0.4
2025-08-04,776880,16,4,2,34,6,73,BOS,0.25,0.125,0.17647058823529413
2025-08-05,776864,8,0,0,17,2,34,BOS,0.0,0.0,0.11764705882352941
2025-08-06,776856,25,6,0,32,9,84,BOS,0.24,0.0,0.28125
2025-08-08,776820,16,2,5,28,8,72,BOS,0.125,0.3125,0.2857142857142857
2025-08-09,776807,18,3,1,35,10,68,BOS,0.16666666666666666,0.05555555555555555,0.2857142857142857
2025-08-10,776789,12,3,2,31,3,62,BOS,0.25,0.16666666666666666,0.0967741935483871
2025-08-11,776782,15,2,1,27,10,44,BOS,0.13333333333333333,0.06666666666666667,0.37037037037037035
2025-08-12,776769,13,2,1,22,5,42,BOS,0.15384615384615385,0.07692307692307693,0.22727272727272727
2025-08-13,776753,6,0,0,10,2,23,BOS,0.0,0.0,0.2
2025-08-15,776741,9,1,0,13,1,23,BOS,0.1111111111111111,0.0,0.07692307692307693
2025-08-16,776724,12,1,0,22,4,35,BOS,0.08333333333333333,0.0,0.18181818181818182
2025-08-17,776714,12,1,0,18,1,40,BOS,0.08333333333333333,0.0,0.05555555555555555
2025-08-18,776695,16,5,2,33,8,73,BOS,0.3125,0.125,0.24242424242424243
2025-08-19,776684,27,8,3,48,19,101,BOS,0.2962962962962963,0.1111111111111111,0.3958333333333333
2025-08-21,776654,18,2,2,30,8,78,BOS,0.1111111111111111,0.1111111111111111,0.26666666666666666
2025-08-22,776647,6,4,0,13,6,24,BOS,0.6666666666666666,0.0,0.46153846153846156
2025-08-23,776627,9,2,1,15,5,29,BOS,0.2222222222222222,0.1111111111111111,0.3333333333333333
2025-08-24,776616,14,4,1,21,4,53,BOS,0.2857142857142857,0.07142857142857142,0.19047619047619047
2025-08-25,776604,32,11,3,56,19,114,BOS,0.34375,0.09375,0.3392857142857143
2025-08-26,776591,5,2,0,8,3,17,BOS,0.4,0.0,0.375
2025-08-27,776579,7,4,0,18,6,33,BOS,0.5714285714285714,0.0,0.3333333333333333
2025-08-28,776564,13,1,2,22,3,47,BOS,0.07692307692307693,0.15384615384615385,0.13636363636363635
2025-08-29,776549,20,3,1,28,6,63,BOS,0.15,0.05,0.21428571428571427
2025-08-30,776539,17,4,3,19,3,58,BOS,0.23529411764705882,0.17647058823529413,0.15789473684210525
2025-08-31,776517,13,6,1,33,10,62,BOS,0.46153846153846156,0.07692307692307693,0.30303030303030304
2025-09-01,776505,13,2,0,22,4,36,BOS,0.15384615384615385,0.0,0.18181818181818182
2025-09-02,776493,11,2,0,26,4,39,BOS,0.18181818181818182,0.0,0.15384615384615385
2025-09-03,776474,37,6,2,81,9,146,BOS,0.16216216216216217,0.05405405405405406,0.1111111111111111
2025-09-05,776448,23,3,3,42,9,83,BOS,0.13043478260869565,0.13043478260869565,0.21428571428571427
2025-09-06,776424,11,5,1,22,4,48,BOS,0.45454545454545453,0.09090909090909091,0.18181818181818182
2025-09-07,776415,13,6,1,26,10,57,BOS,0.46153846153846156,0.07692307692307693,0.38461538461538464
2025-09-08,776410,6,0,0,10,2,17,BOS,0.0,0.0,0.2
2025-09-09,776396,17,2,1,34,6,59,BOS,0.11764705882352941,0.058823529411764705,0.17647058823529413
2025-09-10,776379,31,7,2,51,11,111,BOS,0.22580645161290322,0.06451612903225806,0.21568627450980393
2025-09-12,776363,16,2,2,25,5,57,BOS,0.125,0.125,0.2
2025-09-13,776344,17,3,1,34,3,66,BOS,0.17647058823529413,0.058823529411764705,0.08823529411764706
2025-09-14,776330,11,4,0,24,8,45,BOS,0.36363636363636365,0.0,0.3333333333333333
2025-09-16,776310,16,4,1,31,7,65,BOS,0.25,0.0625,0.22580645161290322
2025-09-17,776299,23,7,1,53,17,88,BOS,0.30434782608695654,0.043478260869565216,0.32075471698113206
2025-09-18,776281,19,7,0,41,15,71,BOS,0.3684210526315789,0.0,0.36585365853658536
2025-09-19,776261,15,4,2,27,8,59,BOS,0.26666666666666666,0.13333333333333333,0.2962962962962963
2025-09-20,776247,13,2,2,38,7,68,BOS,0.15384615384615385,0.15384615384615385,0.18421052631578946
2025-09-21,776236,19,5,1,35,8,70,BOS,0.2631578947368421,0.05263157894736842,0.22857142857142856
2025-09-23,776217,14,3,1,33,11,62,BOS,0.21428571428571427,0.07142857142857142,0.3333333333333333
2025-09-24,776206,5,1,1,14,3,26,BOS,0.2,0.2,0.21428571428571427
2025-09-25,776186,14,2,1,26,4,51,BOS,0.14285714285714285,0.07142857142857142,0.15384615384615385
2025-09-26,776181,21,6,1,56,16,96,BOS,0.2857142857142857,0.047619047619047616,0.2857142857142857
2025-09-27,776157,15,3,2,30,10,61,BOS,0.2,0.13333333333333333,0.3333333333333333
2025-09-28,776151,9,2,1,15,2,33,BOS,0.2222222222222222,0.1111111111111111,0.13333333333333333
2025-09-30,813074,7,2,0,16,2,24,BOS,0.2857142857142857,0.0,0.125
2025-10-01,813070,26,5,3,58,19,125,BOS,0.19230769230769232,0.11538461538461539,0.3275862068965517
2025-03-27,778552,18,2,2,34,6,79,CHC,0.1111111111111111,0.1111111111111111,0.17647058823529413
2025-03-28,778543,17,6,0,35,10,69,CHC,0.35294117647058826,0.0,0.2857142857142857
2025-03-29,778532,12,3,1,21,7,47,CHC,0.25,0.08333333333333333,0.3333333333333333
2025-03-30,778515,24,1,5,27,7,80,CHC,0.041666666666666664,0.20833333333333334,0.25925925925925924
2025-03-31,778501,15,1,0,23,5,47,CHC,0.06666666666666667,0.0,0.21739130434782608
2025-04-01,778494,7,0,1,12,1,29,CHC,0.0,0.14285714285714285,0.08333333333333333
2025-04-02,778471,11,1,2,17,4,42,CHC,0.09090909090909091,0.18181818181818182,0.23529411764705882
2025-04-04,778460,8,2,1,21,2,48,CHC,0.25,0.125,0.09523809523809523
2025-04-05,778450,12,2,0,23,3,41,CHC,0.16666666666666666,0.0,0.13043478260869565
2025-04-06,778430,25,5,4,39,8,96,CHC,0.2,0.16,0.20512820512820512
2025-04-07,778411,6,1,0,9,2,23,CHC,0.16666666666666666,0.0,0.2222222222222222
2025-04-08,778401,15,4,0,34,9,52,CHC,0.26666666666666666,0.0,0.2647058823529412
2025-04-09,778385,15,3,0,25,5,47,CHC,0.2,0.0,0.2
2025-04-11,778356,8,2,0,21,3,41,CHC,0.25,0.0,0.14285714285714285
2025-04-12,778345,10,2,0,21,5,41,CHC,0.2,0.0,0.23809523809523808
2025-04-13,778331,21,5,2,36,7,84,CHC,0.23809523809523808,0.09523809523809523,0.19444444444444445
2025-04-14,778315,22,2,5,35,6,90,CHC,0.09090909090909091,0.22727272727272727,0.17142857142857143
2025-04-15,778305,16,4,0,32,4,66,CHC,0.25,0.0,0.125
2025-04-16,778288,14,1,5,24,2,63,CHC,0.07142857142857142,0.35714285714285715,0.08333333333333333
2025-04-18,778268,26,4,3,38,5,89,CHC,0.15384615384615385,0.11538461538461539,0.13157894736842105
2025-04-19,778257,17,4,1,24,4,57,CHC,0.23529411764705882,0.058823529411764705,0.16666666666666666
2025-04-20,778236,23,5,0,41,7,80,CHC,0.21739130434782608,0.0,0.17073170731707318
2025-04-22,778220,19,4,2,35,9,67,CHC,0.21052631578947367,0.10526315789473684,0.2571428571428571
2025-04-23,778205,10,4,0,22,8,41,CHC,0.4,0.0,0.36363636363636365
2025-04-25,778182,17,5,2,38,9,71,CHC,0.29411764705882354,0.11764705882352941,0.23684210526315788
2025-04-26,778174,22,4,2,35,13,75,CHC,0.18181818181818182,0.09090909090909091,0.37142857142857144
2025-04-27,778158,14,1,5,20,6,59,CHC,0.07142857142857142,0.35714285714285715,0.3
2025-04-29,778135,15,3,2,26,5,59,CHC,0.2,0.13333333333333333,0.19230769230769232
2025-04-30,778112,13,4,1,22,4,56,CHC,0.3076923076923077,0.07692307692307693,0.18181818181818182
2025-05-01,778100,12,0,1,21,1,50,CHC,0.0,0.08333333333333333,0.047619047619047616
2025-05-02,778080,12,4,2,27,5,54,CHC,0.3333333333333333,0.16666666666666666,0.18518518518518517
2025-05-03,778071,9,2,0,22,1,44,CHC,0.2222222222222222,0.0,0.045454545454545456
2025-05-04,778054,10,3,1,14,2,42,CHC,0.3,0.1,0.14285714285714285
2025-05-05,778044,11,3,0,22,3,41,CHC,0.2727272727272727,0.0,0.13636363636363635
2025-05-06,778027,30,3,2,55,8,112,CHC,0.1,0.06666666666666667,0.14545454545454545
2025-05-07,778020,17,2,3,34,4,76,CHC,0.11764705882352941,0.17647058823529413,0.11764705882352941
2025-05-09,778001,17,4,1,34,9,69,CHC,0.23529411764705882,0.058823529411764705,0.2647058823529412
2025-05-10,777982,35,10,2,74,15,150,CHC,0.2857142857142857,0.05714285714285714,0.20270270270270271
2025-05-11,777968,11,1,0,18,4,36,CHC,0.09090909090909091,0.0,0.2222222222222222
2025-05-12,777952,9,4,1,14,2,37,CHC,0.4444444444444444,0.1111111111111111,0.14285714285714285
2025-05-13,777936,18,3,3,36,8,74,CHC,0.16666666666666666,0.16666666666666666,0.2222222222222222
2025-05-14,777921,12,4,1,22,6,52,CHC,0.3333333333333333,0.08333333333333333,0.2727272727272727
2025-05-16,777900,15,2,0,30,5,55,CHC,0.13333333333333333,0.0,0.16666666666666666
2025-05-17,777881,12,4,1,26,7,55,CHC,0.3333333333333333,0.08333333333333333,0.2692307692307692
2025-05-18,777872,15,3,0,23,6,41,CHC,0.2,0.0,0.2608695652173913
2025-05-19,777863,16,4,1,34,4,70,CHC,0.25,0.0625,0.11764705882352941
2025-05-20,777850,7,0,0,12,1,22,CHC,0.0,0.0,0.08333333333333333
2025-05-21,777833,11,0,1,20,2,48,CHC,0.0,0.09090909090909091,0.1
2025-05-23,777811,23,3,3,43,6,94,CHC,0.13043478260869565,0.13043478260869565,0.13953488372093023
2025-05-24,777791,12,2,2,17,2,44,CHC,0.16666666666666666,0.16666666666666666,0.11764705882352941
2025-05-25,777779,20,7,1,45,14,89,CHC,0.35,0.05,0.3111111111111111
2025-05-26,777757,10,2,2,24,4,47,CHC,0.2,0.2,0.16666666666666666
2025-05-27,777751,19,2,2,41,7,82,CHC,0.10526315789473684,0.10526315789473684,0.17073170731707318
2025-05-28,777731,10,3,0,21,7,32,CHC,0.3,0.0,0.3333333333333333
2025-05-30,777712,11,4,2,18,5,41,CHC,0.36363636363636365,0.18181818181818182,0.2777777777777778
2025-05-31,777704,26,10,1,52,14,99,CHC,0.38461538461538464,0.038461538461538464,0.2692307692307692
2025-06-01,777687,10,4,1,17,4,45,CHC,0.4,0.1,0.23529411764705882
2025-06-03,777659,12,1,0,17,1,39,CHC,0.08333333333333333,0.0,0.058823529411764705
2025-06-04,777650,2,0,0,2,0,6,CHC,0.0,0.0,0.0
2025-06-05,777632,33,1,1,64,7,127,CHC,0.030303030303030304,0.030303030303030304,0.109375
2025-06-06,777626,4,0,0,6,1,10,CHC,0.0,0.0,0.16666666666666666
2025-06-07,777609,10,2,1,17,4,37,CHC,0.2,0.1,0.23529411764705882
2025-06-08,777594,12,2,0,18,2,31,CHC,0.16666666666666666,0.0,0.1111111111111111
2025-06-09,777578,19,2,0,28,3,52,CHC,0.10526315789473684,0.0,0.10714285714285714
2025-06-10,777571,18,5,1,37,8,72,CHC,0.2777777777777778,0.05555555555555555,0.21621621621621623
2025-06-11,777553,8,4,0,18,6,35,CHC,0.5,0.0,0.3333333333333333
2025-06-12,777541,10,3,1,18,4,37,CHC,0.3,0.1,0.2222222222222222
2025-06-13,777526,16,2,2,26,6,64,CHC,0.125,0.125,0.23076923076923078
2025-06-14,777513,13,3,1,25,2,47,CHC,0.23076923076923078,0.07692307692307693,0.08
2025-06-15,777497,13,2,2,28,1,55,CHC,0.15384615384615385,0.15384615384615385,0.03571428571428571
2025-06-17,777482,15,4,1,26,6,57,CHC,0.26666666666666666,0.06666666666666667,0.23076923076923078
2025-06-19,777450,21,4,2,31,5,89,CHC,0.19047619047619047,0.09523809523809523,0.16129032258064516
2025-06-20,777436,24,5,1,46,15,96,CHC,0.20833333333333334,0.041666666666666664,0.32608695652173914
2025-06-21,777419,20,6,0,38,7,72,CHC,0.3,0.0,0.18421052631578946
2025-06-22,777403,20,1,3,34,5,75,CHC,0.05,0.15,0.14705882352941177
2025-06-23,777392,10,1,0,18,2,33,CHC,0.1,0.0,0.1111111111111111
2025-06-24,777373,13,2,0,22,4,44,CHC,0.15384615384615385,0.0,0.18181818181818182
2025-06-25,777357,10,1,0,16,2,27,CHC,0.1,0.0,0.125
2025-06-26,777348,17,4,2,35,6,74,CHC,0.23529411764705882,0.11764705882352941,0.17142857142857143
2025-06-27,777336,15,1,1,25,3,50,CHC,0.06666666666666667,0.06666666666666667,0.12
2025-06-28,777320,13,3,0,32,6,56,CHC,0.23076923076923078,0.0,0.1875
2025-06-29,777308,12,2,0,24,7,43,CHC,0.16666666666666666,0.0,0.2916666666666667
2025-07-01,777287,7,3,1,12,6,24,CHC,0.42857142857142855,0.14285714285714285,0.5
2025-07-02,777266,17,0,2,34,6,69,CHC,0.0,0.11764705882352941,0.17647058823529413
2025-07-03,777259,12,4,1,24,6,55,CHC,0.3333333333333333,0.08333333333333333,0.25
2025-07-04,777246,12,3,3,12,4,44,CHC,0.25,0.25,0.3333333333333333
2025-07-05,777229,36,7,0,75,17,143,CHC,0.19444444444444445,0.0,0.22666666666666666
2025-07-06,777219,14,2,0,26,4,46,CHC,0.14285714285714285,0.0,0.15384615384615385
2025-07-08,777190,14,2,1,21,2,47,CHC,0.14285714285714285,0.07142857142857142,0.09523809523809523
2025-07-09,777173,13,3,0,26,6,49,CHC,0.23076923076923078,0.0,0.23076923076923078
2025-07-10,777166,8,4,1,18,12,32,CHC,0.5,0.125,0.6666666666666666
2025-07-11,777153,25,5,1,54,10,88,CHC,0.2,0.04,0.18518518518518517
2025-07-12,777142,6,1,0,12,4,23,CHC,0.16666666666666666,0.0,0.3333333333333333
2025-07-13,777122,6,2,0,15,3,27,CHC,0.3333333333333333,0.0,0.2
2025-07-18,777101,14,3,0,22,6,47,CHC,0.21428571428571427,0.0,0.2727272727272727
2025-07-19,777096,7,5,0,21,6,35,CHC,0.7142857142857143,0.0,0.2857142857142857
2025-07-20,777075,17,5,2,24,6,62,CHC,0.29411764705882354,0.11764705882352941,0.25
2025-07-21,777065,39,4,1,65,8,127,CHC,0.10256410256410256,0.02564102564102564,0.12307692307692308
2025-07-22,777047,7,2,0,10,3,19,CHC,0.2857142857142857,0.0,0.3
2025-07-23,777031,18,3,2,24,6,73,CHC,0.16666666666666666,0.1111111111111111,0.25
2025-07-25,777017,23,6,1,56,8,100,CHC,0.2608695652173913,0.043478260869565216,0.14285714285714285
2025-07-26,776994,9,0,0,18,3,30,CHC,0.0,0.0,0.16666666666666666
2025-07-27,776989,18,4,0,32,7,69,CHC,0.2222222222222222,0.0,0.21875
2025-07-28,776965,13,1,0,16,0,36,CHC,0.07692307692307693,0.0,0.0
2025-07-29,776956,21,6,5,37,11,92,CHC,0.2857142857142857,0.23809523809523808,0.2972972972972973
2025-07-30,776929,14,2,0,22,2,51,CHC,0.14285714285714285,0.0,0.09090909090909091
2025-08-01,776915,14,5,1,19,6,46,CHC,0.35714285714285715,0.07142857142857142,0.3157894736842105
2025-08-02,776902,11,1,2,15,0,32,CHC,0.09090909090909091,0.18181818181818182,0.0
2025-08-03,776888,17,6,2,31,5,73,CHC,0.35294117647058826,0.11764705882352941,0.16129032258064516
2025-08-04,776878,27,8,0,50,16,110,CHC,0.2962962962962963,0.0,0.32
2025-08-05,776860,15,1,1,32,6,56,CHC,0.06666666666666667,0.06666666666666667,0.1875
2025-08-06,776847,12,6,0,22,9,46,CHC,0.5,0.0,0.4090909090909091
2025-08-08,776826,15,2,1,30,7,62,CHC,0.13333333333333333,0.06666666666666667,0.23333333333333334
2025-08-09,776818,14,4,2,29,7,62,CHC,0.2857142857142857,0.14285714285714285,0.2413793103448276
2025-08-10,776795,4,2,0,9,3,15,CHC,0.5,0.0,0.3333333333333333
2025-08-12,776768,16,0,1,30,4,55,CHC,0.0,0.0625,0.13333333333333333
2025-08-13,776757,11,2,0,21,3,38,CHC,0.18181818181818182,0.0,0.14285714285714285
2025-08-14,776747,4,1,0,6,1,16,CHC,0.25,0.0,0.16666666666666666
2025-08-15,776737,15,3,0,27,3,55,CHC,0.2,0.0,0.1111111111111111
2025-08-16,776719,8,5,0,15,6,35,CHC,0.625,0.0,0.4
2025-08-17,776704,22,6,2,42,14,84,CHC,0.2727272727272727,0.09090909090909091,0.3333333333333333
2025-08-18,777459,30,8,6,39,9,120,CHC,0.26666666666666666,0.2,0.23076923076923078
2025-08-19,776676,10,1,0,19,3,39,CHC,0.1,0.0,0.15789473684210525
2025-08-19,776691,14,6,3,25,10,68,CHC,0.42857142857142855,0.21428571428571427,0.4
2025-08-20,776663,15,5,2,25,10,55,CHC,0.3333333333333333,0.13333333333333333,0.4
2025-08-21,776651,10,2,1,22,2,40,CHC,0.2,0.1,0.09090909090909091
2025-08-22,776640,10,5,0,18,7,41,CHC,0.5,0.0,0.3888888888888889
2025-08-23,776618,11,3,0,22,5,44,CHC,0.2727272727272727,0.0,0.22727272727272727
2025-08-24,776605,18,6,1,41,11,85,CHC,0.3333333333333333,0.05555555555555555,0.2682926829268293
2025-08-26,776576,9,2,0,14,2,30,CHC,0.2222222222222222,0.0,0.14285714285714285
2025-08-27,776557,17,2,1,21,6,49,CHC,0.11764705882352941,0.058823529411764705,0.2857142857142857
2025-08-28,776550,8,1,0,16,4,31,CHC,0.125,0.0,0.25
2025-08-29,776542,21,6,1,49,17,88,CHC,0.2857142857142857,0.047619047619047616,0.3469387755102041
2025-08-30,776526,9,3,0,18,7,32,CHC,0.3333333333333333,0.0,0.3888888888888889
2025-08-31,776511,12,2,2,25,6,50,CHC,0.16666666666666666,0.16666666666666666,0.24
2025-09-01,776506,26,10,2,47,11,101,CHC,0.38461538461538464,0.07692307692307693,0.23404255319148937
2025-09-02,776487,12,3,0,27,5,50,CHC,0.25,0.0,0.18518518518518517
2025-09-03,776473,20,6,2,34,11,81,CHC,0.3,0.1,0.3235294117647059
2025-09-05,776455,13,5,0,28,8,48,CHC,0.38461538461538464,0.0,0.2857142857142857
2025-09-06,776440,6,4,0,16,6,24,CHC,0.6666666666666666,0.0,0.375
2025-09-07,776420,32,10,1,52,13,110,CHC,0.3125,0.03125,0.25
2025-09-08,776412,9,1,0,22,1,45,CHC,0.1111111111111111,0.0,0.045454545454545456
2025-09-09,776402,8,4,0,17,3,37,CHC,0.5,0.0,0.17647058823529413
2025-09-10,776381,15,5,0,39,12,64,CHC,0.3333333333333333,0.0,0.3076923076923077
2025-09-12,776352,12,5,0,18,4,48,CHC,0.4166666666666667,0.0,0.2222222222222222
2025-09-13,776338,18,3,1,36,8,58,CHC,0.16666666666666666,0.05555555555555555,0.2222222222222222
2025-09-14,776321,16,4,3,31,6,69,CHC,0.25,0.1875,0.1935483870967742
2025-09-15,776318,15,3,4,25,5,64,CHC,0.2,0.26666666666666666,0.2
2025-09-16,776308,13,6,0,26,7,50,CHC,0.46153846153846156,0.0,0.2692307692307692
2025-09-17,776287,23,6,1,56,16,113,CHC,0.2608695652173913,0.043478260869565216,0.2857142857142857
2025-09-18,776282,4,1,1,10,1,19,CHC,0.25,0.25,0.1
2025-09-19,776267,14,2,3,27,4,67,CHC,0.14285714285714285,0.21428571428571427,0.14814814814814814
2025-09-20,776254,18,7,0,28,13,61,CHC,0.3888888888888889,0.0,0.4642857142857143
2025-09-21,776239,3,1,0,3,1,11,CHC,0.3333333333333333,0.0,0.3333333333333333
2025-09-23,776209,30,5,2,45,12,102,CHC,0.16666666666666666,0.06666666666666667,0.26666666666666666
2025-09-24,776205,13,4,0,26,7,50,CHC,0.3076923076923077,0.0,0.2692307692307692
2025-09-25,776187,12,4,1,22,4,46,CHC,0.3333333333333333,0.08333333333333333,0.18181818181818182
2025-09-26,776167,14,7,1,25,9,52,CHC,0.5,0.07142857142857142,0.36
2025-09-27,776164,14,5,1,24,8,52,CHC,0.35714285714285715,0.07142857142857142,0.3333333333333333
2025-09-28,776142,14,4,0,28,9,48,CHC,0.2857142857142857,0.0,0.32142857142857145
2025-09-30,813066,14,4,0,30,5,55,CHC,0.2857142857142857,0.0,0.16666666666666666
2025-10-01,813064,32,5,3,59,9,115,CHC,0.15625,0.09375,0.15254237288135594
2025-03-27,778554,13,7,2,26,11,68,CWS,0.5384615384615384,0.15384615384615385,0.4230769230769231
2025-03-29,778534,16,2,1,23,3,54,CWS,0.125,0.0625,0.13043478260869565
2025-03-30,778527,11,4,0,20,5,47,CWS,0.36363636363636365,0.0,0.25
2025-03-31,778506,13,4,1,25,6,53,CWS,0.3076923076923077,0.07692307692307693,0.24
2025-04-01,778490,20,4,2,36,11,79,CWS,0.2,0.1,0.3055555555555556
2025-04-02,778474,15,3,0,26,6,50,CWS,0.2,0.0,0.23076923076923078
2025-04-04,778458,22,6,2,42,7,89,CWS,0.2727272727272727,0.09090909090909091,0.16666666666666666
2025-04-05,778445,12,6,2,24,8,53,CWS,0.5,0.16666666666666666,0.3333333333333333
2025-04-06,778433,15,1,6,24,4,66,CWS,0.06666666666666667,0.4,0.16666666666666666
2025-04-08,778402,11,3,4,30,6,59,CWS,0.2727272727272727,0.36363636363636365,0.2
2025-04-09,778391,18,4,3,32,8,70,CWS,0.2222222222222222,0.16666666666666666,0.25
2025-04-10,778378,11,0,0,14,2,25,CWS,0.0,0.0,0.14285714285714285
2025-04-11,778366,12,5,1,27,9,61,CWS,0.4166666666666667,0.08333333333333333,0.3333333333333333
2025-04-12,778349,17,6,1,31,11,70,CWS,0.35294117647058826,0.058823529411764705,0.3548387096774194
2025-04-13,778338,13,4,0,24,9,46,CWS,0.3076923076923077,0.0,0.375
2025-04-15,778309,25,2,1,38,6,79,CWS,0.08,0.04,0.15789473684210525
2025-04-16,778294,19,0,1,29,4,66,CWS,0.0,0.05263157894736842,0.13793103448275862
2025-04-17,778283,16,4,0,40,12,63,CWS,0.25,0.0,0.3
2025-04-18,778275,23,6,2,43,10,90,CWS,0.2608695652173913,0.08695652173913043,0.23255813953488372
2025-04-19,778264,22,4,4,46,16,99,CWS,0.18181818181818182,0.18181818181818182,0.34782608695652173
2025-04-20,778245,14,2,1,28,6,58,CWS,0.14285714285714285,0.07142857142857142,0.21428571428571427
2025-04-21,778238,9,4,1,16,4,40,CWS,0.4444444444444444,0.1111111111111111,0.25
2025-04-22,778216,14,4,2,19,3,53,CWS,0.2857142857142857,0.14285714285714285,0.15789473684210525
2025-04-23,778201,27,5,3,45,11,111,CWS,0.18518518518518517,0.1111111111111111,0.24444444444444444
2025-04-24,778189,9,3,1,13,1,36,CWS,0.3333333333333333,0.1111111111111111,0.07692307692307693
2025-04-25,778178,33,7,2,54,17,120,CWS,0.21212121212121213,0.06060606060606061,0.3148148148148148
2025-04-26,778165,32,5,2,49,12,96,CWS,0.15625,0.0625,0.24489795918367346
2025-04-27,778149,29,7,3,44,10,101,CWS,0.2413793103448276,0.10344827586206896,0.22727272727272727
2025-04-29,778125,38,6,7,54,14,161,CWS,0.15789473684210525,0.18421052631578946,0.25925925925925924
2025-04-30,778111,16,5,2,28,7,60,CWS,0.3125,0.125,0.25
2025-05-01,778094,10,4,1,14,5,29,CWS,0.4,0.1,0.35714285714285715
2025-05-02,778079,11,1,1,22,6,50,CWS,0.09090909090909091,0.09090909090909091,0.2727272727272727
2025-05-03,778066,19,4,2,35,7,67,CWS,0.21052631578947367,0.10526315789473684,0.2
2025-05-04,778055,8,0,1,11,0,31,CWS,0.0,0.125,0.0
2025-05-05,778043,12,2,2,25,4,57,CWS,0.16666666666666666,0.16666666666666666,0.16
2025-05-06,778033,13,1,2,22,2,49,CWS,0.07692307692307693,0.15384615384615385,0.09090909090909091
2025-05-07,778012,7,2,0,15,3,25,CWS,0.2857142857142857,0.0,0.2
2025-05-08,778008,21,2,0,43,6,88,CWS,0.09523809523809523,0.0,0.13953488372093023
2025-05-09,777991,20,4,3,29,8,70,CWS,0.2,0.15,0.27586206896551724
2025-05-10,777978,15,3,3,34,6,70,CWS,0.2,0.2,0.17647058823529413
2025-05-11,777966,18,1,1,34,8,65,CWS,0.05555555555555555,0.05555555555555555,0.23529411764705882
2025-05-13,777945,33,11,1,63,13,149,CWS,0.3333333333333333,0.030303030303030304,0.20634920634920634
2025-05-14,777928,10,1,1,15,3,31,CWS,0.1,0.1,0.2
2025-05-15,777912,10,2,2,12,3,31,CWS,0.2,0.2,0.25
2025-05-16,777900,20,3,1,33,7,71,CWS,0.15,0.05,0.21212121212121213
2025-05-17,777881,18,3,4,27,6,70,CWS,0.16666666666666666,0.2222222222222222,0.2222222222222222
2025-05-18,777872,16,3,1,28,4,57,CWS,0.1875,0.0625,0.14285714285714285
2025-05-19,777857,11,2,2,15,3,42,CWS,0.18181818181818182,0.18181818181818182,0.2
2025-05-20,777846,13,4,1,27,6,69,CWS,0.3076923076923077,0.07692307692307693,0.2222222222222222
2025-05-21,777830,21,2,3,34,5,80,CWS,0.09523809523809523,0.14285714285714285,0.14705882352941177
2025-05-23,777805,10,1,1,23,2,43,CWS,0.1,0.1,0.08695652173913043
2025-05-24,777792,18,4,1,30,7,67,CWS,0.2222222222222222,0.05555555555555555,0.23333333333333334
2025-05-25,777777,13,5,1,29,12,52,CWS,0.38461538461538464,0.07692307692307693,0.41379310344827586
2025-05-26,777758,15,2,1,22,3,56,CWS,0.13333333333333333,0.06666666666666667,0.13636363636363635
2025-05-27,777749,10,2,0,22,4,32,CWS,0.2,0.0,0.18181818181818182
2025-05-28,777737,23,9,3,42,13,90,CWS,0.391304347826087,0.13043478260869565,0.30952380952380953
2025-05-30,777720,27,8,1,56,13,105,CWS,0.2962962962962963,0.037037037037037035,0.23214285714285715
2025-05-31,777699,8,1,2,14,3,35,CWS,0.125,0.25,0.21428571428571427
2025-06-01,777684,5,2,0,11,6,23,CWS,0.4,0.0,0.5454545454545454
2025-06-02,777674,30,2,1,48,4,89,CWS,0.06666666666666667,0.03333333333333333,0.08333333333333333
2025-06-03,777661,17,4,2,29,5,62,CWS,0.23529411764705882,0.11764705882352941,0.1724137931034483
2025-06-04,777639,32,6,2,70,10,140,CWS,0.1875,0.0625,0.14285714285714285
2025-06-05,777634,13,4,2,29,8,57,CWS,0.3076923076923077,0.15384615384615385,0.27586206896551724
2025-06-06,777618,12,1,1,23,5,51,CWS,0.08333333333333333,0.08333333333333333,0.21739130434782608
2025-06-07,777606,13,3,2,21,5,51,CWS,0.23076923076923078,0.15384615384615385,0.23809523809523808
2025-06-08,777590,27,4,2,54,14,103,CWS,0.14814814814814814,0.07407407407407407,0.25925925925925924
2025-06-10,777567,12,2,1,24,5,43,CWS,0.16666666666666666,0.08333333333333333,0.20833333333333334
2025-06-11,777550,20,5,2,35,7,71,CWS,0.25,0.1,0.2
2025-06-12,777546,8,1,0,11,1,25,CWS,0.125,0.0,0.09090909090909091
2025-06-13,777524,10,1,0,28,5,49,CWS,0.1,0.0,0.17857142857142858
2025-06-14,777508,34,9,2,83,23,156,CWS,0.2647058823529412,0.058823529411764705,0.27710843373493976
2025-06-15,777493,13,0,1,28,5,58,CWS,0.0,0.07692307692307693,0.17857142857142858
2025-06-17,777467,23,3,2,34,8,76,CWS,0.13043478260869565,0.08695652173913043,0.23529411764705882
2025-06-19,777447,20,4,3,33,9,75,CWS,0.2,0.15,0.2727272727272727
2025-06-19,777458,22,5,1,37,9,72,CWS,0.22727272727272727,0.045454545454545456,0.24324324324324326
2025-06-20,777435,31,5,2,50,12,112,CWS,0.16129032258064516,0.06451612903225806,0.24
