game_date,game_pk,bp_batters_faced,bp_strikeouts,bp_walks,bp_swings,bp_whiffs,bp_pitches,team,bp_K_pct,bp_BB_pct,bp_whiff_pct
2025-05-12,777950,12,1,1,30,5,50,NYM,0.08333333333333333,0.08333333333333333,0.16666666666666666
2025-05-13,777943,15,4,3,23,6,61,NYM,0.26666666666666666,0.2,0.2608695652173913
2025-05-14,777919,12,5,1,20,7,48,NYM,0.4166666666666667,0.08333333333333333,0.35
2025-05-16,777904,22,2,2,37,9,70,NYM,0.09090909090909091,0.09090909090909091,0.24324324324324326
2025-05-17,777888,14,3,3,28,4,60,NYM,0.21428571428571427,0.21428571428571427,0.14285714285714285
2025-05-18,777878,15,3,4,37,10,78,NYM,0.2,0.26666666666666666,0.2702702702702703
2025-05-19,777856,9,0,1,17,2,36,NYM,0.0,0.1111111111111111,0.11764705882352941
2025-05-20,777851,7,2,0,14,0,30,NYM,0.2857142857142857,0.0,0.0
2025-05-21,777831,15,6,1,34,11,62,NYM,0.4,0.06666666666666667,0.3235294117647059
2025-05-23,777808,43,10,3,64,17,145,NYM,0.23255813953488372,0.06976744186046512,0.265625
2025-05-24,777789,4,3,0,7,4,16,NYM,0.75,0.0,0.5714285714285714
2025-05-25,777773,11,2,0,25,6,41,NYM,0.18181818181818182,0.0,0.24
2025-05-26,777758,14,3,4,27,6,60,NYM,0.21428571428571427,0.2857142857142857,0.2222222222222222
2025-05-27,777749,16,4,1,30,10,62,NYM,0.25,0.0625,0.3333333333333333
2025-05-28,777737,28,3,2,58,7,112,NYM,0.10714285714285714,0.07142857142857142,0.1206896551724138
2025-05-30,777718,11,6,0,28,10,49,NYM,0.5454545454545454,0.0,0.35714285714285715
2025-05-31,777700,10,2,2,18,6,38,NYM,0.2,0.2,0.3333333333333333
2025-06-01,777686,8,5,0,16,7,34,NYM,0.625,0.0,0.4375
2025-06-02,777675,24,7,3,52,15,113,NYM,0.2916666666666667,0.125,0.28846153846153844
2025-06-03,777657,16,5,2,29,11,63,NYM,0.3125,0.125,0.3793103448275862
2025-06-04,777638,13,3,0,26,7,48,NYM,0.23076923076923078,0.0,0.2692307692307692
2025-06-05,777631,8,1,1,12,2,29,NYM,0.125,0.125,0.16666666666666666
2025-06-06,777616,12,2,1,30,10,49,NYM,0.16666666666666666,0.08333333333333333,0.3333333333333333
2025-06-07,777604,9,3,0,17,5,39,NYM,0.3333333333333333,0.0,0.29411764705882354
2025-06-08,777583,19,3,1,36,10,71,NYM,0.15789473684210525,0.05263157894736842,0.2777777777777778
2025-06-10,777570,17,7,2,32,13,64,NYM,0.4117647058823529,0.11764705882352941,0.40625
2025-06-12,777544,16,1,1,28,4,58,NYM,0.0625,0.0625,0.14285714285714285
2025-06-13,777528,22,1,1,35,6,68,NYM,0.045454545454545456,0.045454545454545456,0.17142857142857143
2025-06-14,777518,21,6,1,40,9,79,NYM,0.2857142857142857,0.047619047619047616,0.225
2025-06-15,777502,23,6,4,51,13,96,NYM,0.2608695652173913,0.17391304347826086,0.2549019607843137
2025-06-17,777489,12,2,1,21,4,50,NYM,0.16666666666666666,0.08333333333333333,0.19047619047619047
2025-06-18,777470,18,3,2,35,5,72,NYM,0.16666666666666666,0.1111111111111111,0.14285714285714285
2025-06-19,777455,17,1,3,27,4,67,NYM,0.058823529411764705,0.17647058823529413,0.14814814814814814
2025-06-20,777437,24,4,2,40,10,89,NYM,0.16666666666666666,0.08333333333333333,0.25
2025-06-21,777423,14,3,0,26,7,52,NYM,0.21428571428571427,0.0,0.2692307692307692
2025-06-22,777405,16,4,0,34,6,65,NYM,0.25,0.0,0.17647058823529413
2025-06-23,777389,17,8,1,45,18,84,NYM,0.47058823529411764,0.058823529411764705,0.4
2025-06-24,777387,24,4,6,46,13,109,NYM,0.16666666666666666,0.25,0.2826086956521739
2025-06-25,777369,17,5,3,32,6,73,NYM,0.29411764705882354,0.17647058823529413,0.1875
2025-06-26,777352,21,8,0,46,14,83,NYM,0.38095238095238093,0.0,0.30434782608695654
2025-06-27,777341,18,1,2,34,6,73,NYM,0.05555555555555555,0.1111111111111111,0.17647058823529413
2025-06-28,777325,32,6,5,54,18,127,NYM,0.1875,0.15625,0.3333333333333333
2025-06-29,777313,21,4,1,37,7,66,NYM,0.19047619047619047,0.047619047619047616,0.1891891891891892
2025-07-02,777276,34,10,3,66,12,144,NYM,0.29411764705882354,0.08823529411764706,0.18181818181818182
2025-07-02,777289,21,2,3,27,3,72,NYM,0.09523809523809523,0.14285714285714285,0.1111111111111111
2025-07-03,777257,7,5,0,16,8,31,NYM,0.7142857142857143,0.0,0.5
2025-07-04,777250,19,5,3,25,5,82,NYM,0.2631578947368421,0.15789473684210525,0.2
2025-07-05,777241,16,5,2,42,10,85,NYM,0.3125,0.125,0.23809523809523808
2025-07-06,777216,33,6,1,63,11,136,NYM,0.18181818181818182,0.030303030303030304,0.1746031746031746
2025-07-08,777198,18,3,1,32,11,67,NYM,0.16666666666666666,0.05555555555555555,0.34375
2025-07-10,777165,8,0,4,10,2,34,NYM,0.0,0.5,0.2
2025-07-10,777181,24,4,2,47,11,91,NYM,0.16666666666666666,0.08333333333333333,0.23404255319148937
2025-07-11,777151,20,2,0,36,6,75,NYM,0.1,0.0,0.16666666666666666
2025-07-12,777136,14,1,2,26,5,60,NYM,0.07142857142857142,0.14285714285714285,0.19230769230769232
2025-07-13,777124,15,7,0,31,11,65,NYM,0.4666666666666667,0.0,0.3548387096774194
2025-07-18,777111,29,4,5,40,7,112,NYM,0.13793103448275862,0.1724137931034483,0.175
2025-07-19,777092,13,4,0,24,6,48,NYM,0.3076923076923077,0.0,0.25
2025-07-20,777087,15,3,2,25,6,63,NYM,0.2,0.13333333333333333,0.24
2025-07-21,777061,24,5,1,44,10,83,NYM,0.20833333333333334,0.041666666666666664,0.22727272727272727
2025-07-22,777054,13,5,0,28,8,58,NYM,0.38461538461538464,0.0,0.2857142857142857
2025-07-23,777034,20,4,3,38,9,92,NYM,0.2,0.15,0.23684210526315788
2025-07-25,777004,15,7,0,30,10,56,NYM,0.4666666666666667,0.0,0.3333333333333333
2025-07-26,776985,10,3,0,19,7,36,NYM,0.3,0.0,0.3684210526315789
2025-07-27,776974,17,6,2,43,10,85,NYM,0.35294117647058826,0.11764705882352941,0.23255813953488372
2025-07-28,776959,22,6,2,46,14,89,NYM,0.2727272727272727,0.09090909090909091,0.30434782608695654
2025-07-29,776947,17,1,3,24,5,61,NYM,0.058823529411764705,0.17647058823529413,0.20833333333333334
2025-07-30,776931,17,5,3,28,6,65,NYM,0.29411764705882354,0.17647058823529413,0.21428571428571427
2025-08-01,776926,20,7,2,43,17,76,NYM,0.35,0.1,0.3953488372093023
2025-08-02,776911,20,4,0,47,5,96,NYM,0.2,0.0,0.10638297872340426
2025-08-03,776887,22,6,3,47,8,92,NYM,0.2727272727272727,0.13636363636363635,0.1702127659574468
2025-08-04,776876,17,6,0,36,11,66,NYM,0.35294117647058826,0.0,0.3055555555555556
2025-08-05,776863,17,3,0,27,5,58,NYM,0.17647058823529413,0.0,0.18518518518518517
2025-08-06,776846,11,2,0,20,3,41,NYM,0.18181818181818182,0.0,0.15
2025-08-08,776828,16,5,2,29,7,70,NYM,0.3125,0.125,0.2413793103448276
2025-08-09,776817,31,4,2,68,14,132,NYM,0.12903225806451613,0.06451612903225806,0.20588235294117646
2025-08-10,776799,18,2,1,37,7,81,NYM,0.1111111111111111,0.05555555555555555,0.1891891891891892
2025-08-12,776772,20,5,1,33,9,74,NYM,0.25,0.05,0.2727272727272727
2025-08-13,776756,22,5,2,33,7,85,NYM,0.22727272727272727,0.09090909090909091,0.21212121212121213
2025-08-14,776748,15,1,1,24,3,47,NYM,0.06666666666666667,0.06666666666666667,0.125
2025-08-15,776736,25,2,3,38,7,90,NYM,0.08,0.12,0.18421052631578946
2025-08-16,776726,13,4,0,28,10,53,NYM,0.3076923076923077,0.0,0.35714285714285715
2025-08-17,776707,19,4,2,42,8,81,NYM,0.21052631578947367,0.10526315789473684,0.19047619047619047
2025-08-19,776678,4,0,0,8,1,12,NYM,0.0,0.0,0.125
2025-08-20,776659,10,1,1,20,2,32,NYM,0.1,0.1,0.1
2025-08-21,776650,17,6,2,34,13,70,NYM,0.35294117647058826,0.11764705882352941,0.38235294117647056
2025-08-22,776645,13,1,1,27,7,52,NYM,0.07692307692307693,0.07692307692307693,0.25925925925925924
2025-08-23,776626,11,4,1,32,9,54,NYM,0.36363636363636365,0.09090909090909091,0.28125
2025-08-24,776624,12,1,1,16,1,41,NYM,0.08333333333333333,0.08333333333333333,0.0625
2025-08-25,776598,15,2,1,29,2,62,NYM,0.13333333333333333,0.06666666666666667,0.06896551724137931
2025-08-26,776585,21,7,3,46,14,92,NYM,0.3333333333333333,0.14285714285714285,0.30434782608695654
2025-08-27,776566,4,1,0,8,1,14,NYM,0.25,0.0,0.125
2025-08-28,776558,18,3,2,31,4,72,NYM,0.16666666666666666,0.1111111111111111,0.12903225806451613
2025-08-29,776548,22,4,1,38,9,86,NYM,0.18181818181818182,0.045454545454545456,0.23684210526315788
2025-08-30,776535,28,9,2,54,19,117,NYM,0.32142857142857145,0.07142857142857142,0.35185185185185186
2025-08-31,776519,17,4,2,29,5,58,NYM,0.23529411764705882,0.11764705882352941,0.1724137931034483
2025-09-01,776501,23,4,1,43,9,71,NYM,0.17391304347826086,0.043478260869565216,0.20930232558139536
2025-09-02,776490,15,1,2,23,3,49,NYM,0.06666666666666667,0.13333333333333333,0.13043478260869565
2025-09-03,776478,16,3,1,31,8,59,NYM,0.1875,0.0625,0.25806451612903225
2025-09-05,776450,16,7,3,28,9,67,NYM,0.4375,0.1875,0.32142857142857145
2025-09-06,776439,11,1,2,19,2,38,NYM,0.09090909090909091,0.18181818181818182,0.10526315789473684
2025-09-07,776429,7,2,0,14,4,28,NYM,0.2857142857142857,0.0,0.2857142857142857
2025-09-08,776405,8,3,0,17,10,29,NYM,0.375,0.0,0.5882352941176471
2025-09-09,776404,17,3,0,45,8,75,NYM,0.17647058823529413,0.0,0.17777777777777778
2025-09-10,776384,23,7,1,35,9,82,NYM,0.30434782608695654,0.043478260869565216,0.2571428571428571
2025-09-11,776371,15,2,2,26,7,52,NYM,0.13333333333333333,0.13333333333333333,0.2692307692307692
2025-09-12,776359,34,2,2,61,8,119,NYM,0.058823529411764705,0.058823529411764705,0.13114754098360656
2025-09-13,776349,16,3,1,24,6,49,NYM,0.1875,0.0625,0.25
2025-09-14,776335,17,1,2,27,7,53,NYM,0.058823529411764705,0.11764705882352941,0.25925925925925924
2025-09-16,776304,19,4,0,39,8,71,NYM,0.21052631578947367,0.0,0.20512820512820512
2025-09-17,776288,19,3,2,36,9,67,NYM,0.15789473684210525,0.10526315789473684,0.25
2025-09-18,776276,14,2,0,25,5,49,NYM,0.14285714285714285,0.0,0.2
2025-09-19,776259,19,5,0,35,7,72,NYM,0.2631578947368421,0.0,0.2
2025-09-20,776252,21,6,1,43,13,71,NYM,0.2857142857142857,0.047619047619047616,0.3023255813953488
2025-09-21,776237,23,9,0,53,24,94,NYM,0.391304347826087,0.0,0.4528301886792453
2025-09-23,776209,31,10,3,64,16,132,NYM,0.3225806451612903,0.0967741935483871,0.25
2025-09-24,776205,24,5,1,42,10,85,NYM,0.20833333333333334,0.041666666666666664,0.23809523809523808
2025-09-25,776187,12,3,0,27,1,49,NYM,0.25,0.0,0.037037037037037035
2025-09-26,776173,15,4,0,30,6,61,NYM,0.26666666666666666,0.0,0.2
2025-09-27,776161,10,3,0,18,4,37,NYM,0.3,0.0,0.2222222222222222
2025-09-28,776148,30,3,1,58,12,104,NYM,0.1,0.03333333333333333,0.20689655172413793
2025-03-27,778557,16,6,2,39,10,86,NYY,0.375,0.125,0.2564102564102564
2025-03-29,778538,19,5,0,35,6,71,NYY,0.2631578947368421,0.0,0.17142857142857143
2025-03-30,778523,15,7,1,25,8,57,NYY,0.4666666666666667,0.06666666666666667,0.32
2025-04-01,778492,19,7,3,26,11,63,NYY,0.3684210526315789,0.15789473684210525,0.4230769230769231
2025-04-02,778484,12,1,3,18,4,44,NYY,0.08333333333333333,0.25,0.2222222222222222
2025-04-03,778466,17,4,3,27,8,69,NYY,0.23529411764705882,0.17647058823529413,0.2962962962962963
2025-04-04,778461,15,5,2,31,10,60,NYY,0.3333333333333333,0.13333333333333333,0.3225806451612903
2025-04-05,778449,16,7,2,23,4,71,NYY,0.4375,0.125,0.17391304347826086
2025-04-06,778428,24,7,3,53,12,105,NYY,0.2916666666666667,0.125,0.22641509433962265
2025-04-07,778424,9,2,2,10,2,30,NYY,0.2222222222222222,0.2222222222222222,0.2
2025-04-08,778403,14,6,0,27,12,49,NYY,0.42857142857142855,0.0,0.4444444444444444
2025-04-09,778387,11,3,2,19,5,47,NYY,0.2727272727272727,0.18181818181818182,0.2631578947368421
2025-04-11,778370,24,6,8,46,9,117,NYY,0.25,0.3333333333333333,0.1956521739130435
2025-04-12,778355,22,6,4,38,11,98,NYY,0.2727272727272727,0.18181818181818182,0.2894736842105263
2025-04-13,778339,14,6,2,34,10,64,NYY,0.42857142857142855,0.14285714285714285,0.29411764705882354
2025-04-14,778327,15,4,2,31,9,62,NYY,0.26666666666666666,0.13333333333333333,0.2903225806451613
2025-04-15,778312,7,2,0,17,5,27,NYY,0.2857142857142857,0.0,0.29411764705882354
2025-04-16,778300,11,4,1,15,6,42,NYY,0.36363636363636365,0.09090909090909091,0.4
2025-04-17,778282,30,6,1,57,12,105,NYY,0.2,0.03333333333333333,0.21052631578947367
2025-04-18,778272,9,6,0,28,13,46,NYY,0.6666666666666666,0.0,0.4642857142857143
2025-04-19,778255,21,3,2,32,8,67,NYY,0.14285714285714285,0.09523809523809523,0.25
2025-04-20,778240,6,1,3,7,2,26,NYY,0.16666666666666666,0.5,0.2857142857142857
2025-04-21,778227,17,0,1,25,4,61,NYY,0.0,0.058823529411764705,0.16
2025-04-22,778218,13,1,1,23,4,41,NYY,0.07692307692307693,0.07692307692307693,0.17391304347826086
2025-04-23,778206,7,2,0,11,5,22,NYY,0.2857142857142857,0.0,0.45454545454545453
2025-04-25,778185,18,0,0,24,1,54,NYY,0.0,0.0,0.041666666666666664
2025-04-27,778156,15,2,1,17,2,43,NYY,0.13333333333333333,0.06666666666666667,0.11764705882352941
2025-04-27,778170,13,6,0,27,7,54,NYY,0.46153846153846156,0.0,0.25925925925925924
2025-04-28,778140,16,4,1,36,9,67,NYY,0.25,0.0625,0.25
2025-04-29,778133,12,4,2,17,6,36,NYY,0.3333333333333333,0.16666666666666666,0.35294117647058826
2025-04-30,778115,19,6,3,28,13,69,NYY,0.3157894736842105,0.15789473684210525,0.4642857142857143
2025-05-02,778088,6,3,0,11,3,19,NYY,0.5,0.0,0.2727272727272727
2025-05-03,778074,23,6,3,46,9,99,NYY,0.2608695652173913,0.13043478260869565,0.1956521739130435
2025-05-04,778057,24,4,2,36,5,78,NYY,0.16666666666666666,0.08333333333333333,0.1388888888888889
2025-05-05,778045,13,2,3,18,4,49,NYY,0.15384615384615385,0.23076923076923078,0.2222222222222222
2025-05-06,778041,14,2,1,26,6,47,NYY,0.14285714285714285,0.07142857142857142,0.23076923076923078
2025-05-07,778019,14,3,3,23,9,56,NYY,0.21428571428571427,0.21428571428571427,0.391304347826087
2025-05-09,777994,8,1,0,13,4,26,NYY,0.125,0.0,0.3076923076923077
2025-05-10,777972,14,4,2,25,11,52,NYY,0.2857142857142857,0.14285714285714285,0.44
2025-05-11,777957,14,2,2,29,4,55,NYY,0.14285714285714285,0.14285714285714285,0.13793103448275862
2025-05-12,777941,13,4,1,25,8,50,NYY,0.3076923076923077,0.07692307692307693,0.32
2025-05-13,777926,17,8,0,36,11,68,NYY,0.47058823529411764,0.0,0.3055555555555556
2025-05-14,777915,15,6,1,35,12,64,NYY,0.4,0.06666666666666667,0.34285714285714286
2025-05-16,777904,17,6,2,37,8,73,NYY,0.35294117647058826,0.11764705882352941,0.21621621621621623
2025-05-17,777888,13,1,1,22,5,45,NYY,0.07692307692307693,0.07692307692307693,0.22727272727272727
2025-05-18,777878,11,3,1,30,5,49,NYY,0.2727272727272727,0.09090909090909091,0.16666666666666666
2025-05-20,777849,14,4,1,27,8,56,NYY,0.2857142857142857,0.07142857142857142,0.2962962962962963
2025-05-21,777835,21,3,2,41,7,85,NYY,0.14285714285714285,0.09523809523809523,0.17073170731707318
2025-05-22,777818,11,4,0,21,9,39,NYY,0.36363636363636365,0.0,0.42857142857142855
2025-05-23,777802,12,2,0,17,2,36,NYY,0.16666666666666666,0.0,0.11764705882352941
2025-05-24,777782,7,3,0,13,6,23,NYY,0.42857142857142855,0.0,0.46153846153846156
2025-05-25,777768,23,6,2,50,19,94,NYY,0.2608695652173913,0.08695652173913043,0.38
2025-05-26,777763,13,4,1,26,8,52,NYY,0.3076923076923077,0.07692307692307693,0.3076923076923077
2025-05-27,777745,9,1,0,13,1,31,NYY,0.1111111111111111,0.0,0.07692307692307693
2025-05-28,777728,11,4,1,17,4,47,NYY,0.36363636363636365,0.09090909090909091,0.23529411764705882
2025-05-30,777708,15,1,1,29,4,60,NYY,0.06666666666666667,0.06666666666666667,0.13793103448275862
2025-05-31,777698,37,3,3,72,11,130,NYY,0.08108108108108109,0.08108108108108109,0.1527777777777778
2025-06-01,777682,11,5,0,22,6,46,NYY,0.45454545454545453,0.0,0.2727272727272727
2025-06-03,777664,9,1,1,28,7,46,NYY,0.1111111111111111,0.1111111111111111,0.25
2025-06-04,777653,14,4,0,26,8,43,NYY,0.2857142857142857,0.0,0.3076923076923077
2025-06-05,777644,12,3,0,24,4,40,NYY,0.25,0.0,0.16666666666666666
2025-06-06,777627,16,6,0,25,11,56,NYY,0.375,0.0,0.44
2025-06-07,777605,21,5,3,41,9,78,NYY,0.23809523809523808,0.14285714285714285,0.21951219512195122
2025-06-08,777593,22,4,2,48,10,89,NYY,0.18181818181818182,0.09090909090909091,0.20833333333333334
2025-06-10,777572,11,1,2,19,2,46,NYY,0.09090909090909091,0.18181818181818182,0.10526315789473684
2025-06-11,777551,15,2,0,28,6,52,NYY,0.13333333333333333,0.0,0.21428571428571427
2025-06-12,777536,12,1,1,25,7,48,NYY,0.08333333333333333,0.08333333333333333,0.28
2025-06-13,777537,20,6,2,39,15,73,NYY,0.3,0.1,0.38461538461538464
2025-06-14,777516,9,1,1,14,2,32,NYY,0.1111111111111111,0.1111111111111111,0.14285714285714285
2025-06-15,777500,4,2,1,9,4,20,NYY,0.5,0.25,0.4444444444444444
2025-06-16,777487,15,4,1,28,10,53,NYY,0.26666666666666666,0.06666666666666667,0.35714285714285715
2025-06-17,777476,14,2,0,23,7,38,NYY,0.14285714285714285,0.0,0.30434782608695654
2025-06-18,777466,19,4,4,27,6,73,NYY,0.21052631578947367,0.21052631578947367,0.2222222222222222
2025-06-19,777449,11,3,0,16,5,40,NYY,0.2727272727272727,0.0,0.3125
2025-06-20,777438,13,4,1,30,7,55,NYY,0.3076923076923077,0.07692307692307693,0.23333333333333334
2025-06-21,777422,8,1,1,17,2,36,NYY,0.125,0.125,0.11764705882352941
2025-06-22,777406,11,4,2,19,7,44,NYY,0.36363636363636365,0.18181818181818182,0.3684210526315789
2025-06-23,777390,16,4,1,30,8,74,NYY,0.25,0.0625,0.26666666666666666
2025-06-24,777385,21,2,2,34,7,86,NYY,0.09523809523809523,0.09523809523809523,0.20588235294117646
2025-06-25,777367,6,3,0,10,6,22,NYY,0.5,0.0,0.6
2025-06-27,777337,13,4,0,26,7,53,NYY,0.3076923076923077,0.0,0.2692307692307692
2025-06-28,777326,16,2,3,35,6,69,NYY,0.125,0.1875,0.17142857142857143
2025-06-29,777307,19,4,4,36,8,86,NYY,0.21052631578947367,0.21052631578947367,0.2222222222222222
2025-06-30,777295,13,2,0,23,4,41,NYY,0.15384615384615385,0.0,0.17391304347826086
2025-07-01,777283,16,4,4,29,8,77,NYY,0.25,0.25,0.27586206896551724
2025-07-02,777274,17,4,2,28,4,60,NYY,0.23529411764705882,0.11764705882352941,0.14285714285714285
2025-07-03,777260,24,5,2,56,11,110,NYY,0.20833333333333334,0.08333333333333333,0.19642857142857142
2025-07-04,777250,13,2,1,24,4,52,NYY,0.15384615384615385,0.07692307692307693,0.16666666666666666
2025-07-05,777241,16,4,2,28,7,61,NYY,0.25,0.125,0.25
2025-07-06,777216,15,2,1,24,5,53,NYY,0.13333333333333333,0.06666666666666667,0.20833333333333334
2025-07-08,777187,14,2,2,31,4,66,NYY,0.14285714285714285,0.14285714285714285,0.12903225806451613
2025-07-09,777184,15,7,0,30,15,53,NYY,0.4666666666666667,0.0,0.5
2025-07-10,777169,19,5,2,36,11,70,NYY,0.2631578947368421,0.10526315789473684,0.3055555555555556
2025-07-11,777153,4,1,0,5,1,11,NYY,0.25,0.0,0.2
2025-07-12,777142,20,3,1,32,4,62,NYY,0.15,0.05,0.125
2025-07-13,777122,16,7,0,34,6,62,NYY,0.4375,0.0,0.17647058823529413
2025-07-18,777114,30,6,3,53,9,110,NYY,0.2,0.1,0.16981132075471697
2025-07-19,777097,27,5,5,48,10,109,NYY,0.18518518518518517,0.18518518518518517,0.20833333333333334
2025-07-20,777083,11,3,0,22,4,37,NYY,0.2727272727272727,0.0,0.18181818181818182
2025-07-21,777066,10,0,1,23,2,47,NYY,0.0,0.1,0.08695652173913043
2025-07-22,777046,18,3,1,46,6,72,NYY,0.16666666666666666,0.05555555555555555,0.13043478260869565
2025-07-23,777027,13,1,1,17,2,28,NYY,0.07692307692307693,0.07692307692307693,0.11764705882352941
2025-07-25,777015,21,2,1,38,7,78,NYY,0.09523809523809523,0.047619047619047616,0.18421052631578946
2025-07-26,777001,28,4,2,46,9,104,NYY,0.14285714285714285,0.07142857142857142,0.1956521739130435
2025-07-27,776988,12,4,0,30,11,50,NYY,0.3333333333333333,0.0,0.36666666666666664
2025-07-28,776970,19,4,1,46,12,70,NYY,0.21052631578947367,0.05263157894736842,0.2608695652173913
2025-07-29,776949,11,1,1,19,6,36,NYY,0.09090909090909091,0.09090909090909091,0.3157894736842105
2025-07-30,776938,20,5,2,44,14,76,NYY,0.25,0.1,0.3181818181818182
2025-07-31,776927,13,6,0,20,9,46,NYY,0.46153846153846156,0.0,0.45
2025-08-01,776925,26,3,3,40,5,100,NYY,0.11538461538461539,0.11538461538461539,0.125
2025-08-02,776910,9,3,1,14,5,36,NYY,0.3333333333333333,0.1111111111111111,0.35714285714285715
2025-08-03,776891,19,5,2,37,12,73,NYY,0.2631578947368421,0.10526315789473684,0.32432432432432434
2025-08-04,776871,17,5,0,35,9,74,NYY,0.29411764705882354,0.0,0.2571428571428571
2025-08-05,776855,15,2,2,36,7,66,NYY,0.13333333333333333,0.13333333333333333,0.19444444444444445
2025-08-06,776845,17,6,3,28,9,74,NYY,0.35294117647058826,0.17647058823529413,0.32142857142857145
2025-08-08,776835,21,4,3,39,14,76,NYY,0.19047619047619047,0.14285714285714285,0.358974358974359
2025-08-09,776815,15,4,3,27,11,61,NYY,0.26666666666666666,0.2,0.4074074074074074
2025-08-10,776797,19,7,3,42,17,80,NYY,0.3684210526315789,0.15789473684210525,0.40476190476190477
2025-08-11,776790,7,4,0,17,8,33,NYY,0.5714285714285714,0.0,0.47058823529411764
2025-08-12,776774,6,3,0,7,3,20,NYY,0.5,0.0,0.42857142857142855
2025-08-13,776760,20,4,1,42,14,81,NYY,0.2,0.05,0.3333333333333333
2025-08-15,776731,15,6,2,25,12,54,NYY,0.4,0.13333333333333333,0.48
2025-08-16,776713,15,6,0,34,7,66,NYY,0.4,0.0,0.20588235294117646
2025-08-17,776698,16,3,2,34,10,56,NYY,0.1875,0.125,0.29411764705882354
2025-08-19,776677,16,1,1,23,2,53,NYY,0.0625,0.0625,0.08695652173913043
2025-08-20,776664,16,8,1,41,13,71,NYY,0.5,0.0625,0.3170731707317073
2025-08-21,776654,23,2,3,37,4,89,NYY,0.08695652173913043,0.13043478260869565,0.10810810810810811
2025-08-22,776647,13,2,1,25,8,51,NYY,0.15384615384615385,0.07692307692307693,0.32
2025-08-23,776627,25,4,2,38,7,94,NYY,0.16,0.08,0.18421052631578946
2025-08-24,776616,14,7,0,30,15,55,NYY,0.5,0.0,0.5
2025-08-25,776597,15,4,2,25,10,54,NYY,0.26666666666666666,0.13333333333333333,0.4
2025-08-26,776588,15,7,0,31,13,58,NYY,0.4666666666666667,0.0,0.41935483870967744
2025-08-27,776570,8,0,0,14,1,27,NYY,0.0,0.0,0.07142857142857142
2025-08-28,776556,12,7,0,24,10,46,NYY,0.5833333333333334,0.0,0.4166666666666667
2025-08-29,776544,15,2,1,29,3,56,NYY,0.13333333333333333,0.06666666666666667,0.10344827586206896
2025-08-30,776529,19,5,0,41,8,70,NYY,0.2631578947368421,0.0,0.1951219512195122
2025-08-31,776514,8,2,0,13,3,25,NYY,0.25,0.0,0.23076923076923078
2025-09-02,776489,6,4,0,13,5,30,NYY,0.6666666666666666,0.0,0.38461538461538464
2025-09-03,776472,19,4,4,39,12,81,NYY,0.21052631578947367,0.21052631578947367,0.3076923076923077
2025-09-04,776464,17,7,1,33,16,69,NYY,0.4117647058823529,0.058823529411764705,0.48484848484848486
2025-09-05,776457,29,5,2,54,10,107,NYY,0.1724137931034483,0.06896551724137931,0.18518518518518517
2025-09-06,776436,12,4,1,24,7,54,NYY,0.3333333333333333,0.08333333333333333,0.2916666666666667
2025-09-07,776423,8,1,1,16,4,34,NYY,0.125,0.125,0.25
2025-09-09,776398,24,3,5,38,8,96,NYY,0.125,0.20833333333333334,0.21052631578947367
2025-09-10,776383,20,2,0,37,3,73,NYY,0.1,0.0,0.08108108108108109
2025-09-11,776368,14,2,2,20,4,49,NYY,0.14285714285714285,0.14285714285714285,0.2
2025-09-12,776363,12,6,1,23,7,53,NYY,0.5,0.08333333333333333,0.30434782608695654
2025-09-13,776344,12,4,0,24,7,50,NYY,0.3333333333333333,0.0,0.2916666666666667
2025-09-14,776330,10,3,0,24,4,43,NYY,0.3,0.0,0.16666666666666666
2025-09-15,776313,11,1,2,20,2,47,NYY,0.09090909090909091,0.18181818181818182,0.1
2025-09-16,776298,19,4,0,31,8,59,NYY,0.21052631578947367,0.0,0.25806451612903225
2025-09-17,776284,15,6,0,28,12,54,NYY,0.4,0.0,0.42857142857142855
2025-09-18,776278,7,2,1,12,3,26,NYY,0.2857142857142857,0.14285714285714285,0.25
2025-09-19,776273,12,2,1,16,4,35,NYY,0.16666666666666666,0.08333333333333333,0.25
2025-09-20,776257,6,3,0,9,4,21,NYY,0.5,0.0,0.4444444444444444
2025-09-21,776240,20,7,5,34,15,84,NYY,0.35,0.25,0.4411764705882353
2025-09-23,776216,12,2,0,26,9,45,NYY,0.16666666666666666,0.0,0.34615384615384615
2025-09-24,776199,7,1,0,15,4,24,NYY,0.14285714285714285,0.0,0.26666666666666666
2025-09-25,776184,11,3,1,29,8,49,NYY,0.2727272727272727,0.09090909090909091,0.27586206896551724
2025-09-26,776174,19,6,5,29,14,82,NYY,0.3157894736842105,0.2631578947368421,0.4827586206896552
2025-09-27,776162,7,3,0,11,3,26,NYY,0.42857142857142855,0.0,0.2727272727272727
2025-09-28,776140,16,4,2,31,11,70,NYY,0.25,0.125,0.3548387096774194
2025-09-30,813074,15,2,3,30,7,59,NYY,0.13333333333333333,0.2,0.23333333333333334
2025-10-01,813070,10,3,0,21,5,49,NYY,0.3,0.0,0.23809523809523808
2025-03-27,778547,10,1,3,26,9,51,ATH,0.1,0.3,0.34615384615384615
2025-03-28,778541,13,4,2,25,8,56,ATH,0.3076923076923077,0.15384615384615385,0.32
2025-03-29,778521,16,8,2,33,13,79,ATH,0.5,0.125,0.3939393939393939
2025-03-30,778513,4,2,0,8,5,16,ATH,0.5,0.0,0.625
