game_date,game_pk,batters_faced,strikeouts,walks,swings,whiffs,pitches,pitcher_team,home_team,away_team,pitcher_name,mlbam_id,K_pct,BB_pct,whiff_pct
2025-08-31,776519,27,6,1,57,12,104,MIA,NYM,MIA,Sandy Alcantara,645261,0.2222222222222222,0.037037037037037035,0.21052631578947367
2025-09-06,776433,26,4,1,51,8,102,MIA,MIA,PHI,Sandy Alcantara,645261,0.15384615384615385,0.038461538461538464,0.1568627450980392
2025-09-12,776366,25,8,0,53,14,96,MIA,MIA,DET,Sandy Alcantara,645261,0.32,0.0,0.2641509433962264
2025-09-18,776270,27,8,2,63,11,104,MIA,COL,MIA,Sandy Alcantara,645261,0.2962962962962963,0.07407407407407407,0.1746031746031746
2025-09-26,776173,28,3,2,53,10,101,MIA,MIA,NYM,Sandy Alcantara,645261,0.10714285714285714,0.07142857142857142,0.18867924528301888
2025-04-11,778358,4,2,0,5,3,12,ATH,ATH,NYM,Jason Alexander,669920,0.5,0.0,0.6
2025-04-13,778333,10,0,1,11,0,26,ATH,ATH,NYM,Jason Alexander,669920,0.0,0.1,0.0
2025-04-17,778283,3,2,0,5,3,10,ATH,CWS,ATH,Jason Alexander,669920,0.6666666666666666,0.0,0.6
2025-05-15,777946,18,1,4,26,4,75,ATH,LAD,ATH,Jason Alexander,669920,0.05555555555555555,0.2222222222222222,0.15384615384615385
2025-06-17,777469,25,4,3,44,10,95,HOU,ATH,HOU,Jason Alexander,669920,0.16,0.12,0.22727272727272727
2025-07-04,777235,14,2,2,28,6,57,HOU,LAD,HOU,Jason Alexander,669920,0.14285714285714285,0.14285714285714285,0.21428571428571427
2025-07-24,777025,30,3,2,51,12,96,HOU,HOU,ATH,Jason Alexander,669920,0.1,0.06666666666666667,0.23529411764705882
2025-07-29,776950,20,6,2,36,7,80,HOU,HOU,WSH,Jason Alexander,669920,0.3,0.1,0.19444444444444445
2025-08-04,776875,23,6,1,41,10,97,HOU,MIA,HOU,Jason Alexander,669920,0.2608695652173913,0.043478260869565216,0.24390243902439024
2025-08-10,776797,21,3,3,32,7,87,HOU,NYY,HOU,Jason Alexander,669920,0.14285714285714285,0.14285714285714285,0.21875
2025-08-16,776722,22,6,0,29,6,76,HOU,HOU,BAL,Jason Alexander,669920,0.2727272727272727,0.0,0.20689655172413793
2025-08-21,776655,25,3,1,38,5,91,HOU,BAL,HOU,Jason Alexander,669920,0.12,0.04,0.13157894736842105
2025-08-28,776555,25,8,1,47,15,87,HOU,HOU,COL,Jason Alexander,669920,0.32,0.04,0.3191489361702128
2025-09-03,776472,23,6,2,38,9,98,HOU,HOU,NYY,Jason Alexander,669920,0.2608695652173913,0.08695652173913043,0.23684210526315788
2025-09-10,776385,23,2,1,39,8,89,HOU,TOR,HOU,Jason Alexander,669920,0.08695652173913043,0.043478260869565216,0.20512820512820512
2025-09-15,776319,20,5,1,31,9,83,HOU,HOU,TEX,Jason Alexander,669920,0.25,0.05,0.2903225806451613
2025-09-21,776228,12,1,1,19,5,37,HOU,HOU,SEA,Jason Alexander,669920,0.08333333333333333,0.08333333333333333,0.2631578947368421
2025-09-26,776169,18,4,1,29,7,56,HOU,LAA,HOU,Jason Alexander,669920,0.2222222222222222,0.05555555555555555,0.2413793103448276
2025-03-27,778557,4,1,0,9,1,16,MIL,NYY,MIL,Tyler Alexander,641302,0.25,0.0,0.1111111111111111
2025-03-30,778523,9,2,2,16,3,47,MIL,NYY,MIL,Tyler Alexander,641302,0.2222222222222222,0.2222222222222222,0.1875
2025-04-04,778453,21,6,3,34,8,83,MIL,MIL,CIN,Tyler Alexander,641302,0.2857142857142857,0.14285714285714285,0.23529411764705882
2025-04-09,778379,19,3,2,40,7,79,MIL,COL,MIL,Tyler Alexander,641302,0.15789473684210525,0.10526315789473684,0.175
2025-04-14,778323,23,2,3,42,5,81,MIL,MIL,DET,Tyler Alexander,641302,0.08695652173913043,0.13043478260869565,0.11904761904761904
2025-04-20,778239,10,5,0,22,7,42,MIL,MIL,ATH,Tyler Alexander,641302,0.5,0.0,0.3181818181818182
2025-04-24,778194,4,0,1,12,0,22,MIL,SF,MIL,Tyler Alexander,641302,0.0,0.25,0.0
2025-04-25,778184,5,0,0,8,0,14,MIL,STL,MIL,Tyler Alexander,641302,0.0,0.0,0.0
2025-04-30,778111,10,1,0,15,3,29,MIL,CWS,MIL,Tyler Alexander,641302,0.1,0.0,0.2
2025-05-02,778080,5,1,0,8,0,19,MIL,MIL,CHC,Tyler Alexander,641302,0.2,0.0,0.0
2025-05-07,778015,2,0,0,2,0,3,MIL,MIL,HOU,Tyler Alexander,641302,0.0,0.0,0.0
2025-05-10,777981,4,1,1,4,0,13,MIL,TB,MIL,Tyler Alexander,641302,0.25,0.25,0.0
2025-05-11,777964,5,0,0,6,0,14,MIL,TB,MIL,Tyler Alexander,641302,0.0,0.0,0.0
2025-05-13,777944,3,1,0,5,1,8,MIL,CLE,MIL,Tyler Alexander,641302,0.3333333333333333,0.0,0.2
2025-05-16,777898,6,2,0,13,4,27,MIL,MIL,MIN,Tyler Alexander,641302,0.3333333333333333,0.0,0.3076923076923077
2025-05-17,777883,6,1,0,11,1,24,MIL,MIL,MIN,Tyler Alexander,641302,0.16666666666666666,0.0,0.09090909090909091
2025-05-20,777844,7,2,0,22,4,33,MIL,MIL,BAL,Tyler Alexander,641302,0.2857142857142857,0.0,0.18181818181818182
2025-05-21,777826,6,0,0,10,2,18,MIL,MIL,BAL,Tyler Alexander,641302,0.0,0.0,0.2
2025-05-24,777794,4,0,0,7,0,13,MIL,PIT,MIL,Tyler Alexander,641302,0.0,0.0,0.0
2025-05-28,777736,4,2,0,7,0,21,MIL,MIL,BOS,Tyler Alexander,641302,0.5,0.0,0.0
2025-05-31,777702,8,0,0,11,1,19,MIL,PHI,MIL,Tyler Alexander,641302,0.0,0.0,0.09090909090909091
2025-06-08,777590,13,2,1,24,9,45,CWS,CWS,KC,Tyler Alexander,641302,0.15384615384615385,0.07692307692307693,0.375
2025-06-14,777508,14,3,1,31,8,62,CWS,TEX,CWS,Tyler Alexander,641302,0.21428571428571427,0.07142857142857142,0.25806451612903225
2025-06-17,777467,7,0,0,9,0,17,CWS,CWS,STL,Tyler Alexander,641302,0.0,0.0,0.0
2025-06-20,777435,14,2,0,25,5,49,CWS,TOR,CWS,Tyler Alexander,641302,0.14285714285714285,0.0,0.2
2025-06-25,777370,5,0,1,9,1,15,CWS,CWS,AZ,Tyler Alexander,641302,0.0,0.2,0.1111111111111111
2025-06-27,777338,13,2,2,26,6,54,CWS,CWS,SF,Tyler Alexander,641302,0.15384615384615385,0.15384615384615385,0.23076923076923078
2025-07-01,777280,7,3,0,11,5,29,CWS,LAD,CWS,Tyler Alexander,641302,0.42857142857142855,0.0,0.45454545454545453
2025-07-07,777212,9,2,0,16,2,36,CWS,CWS,TOR,Tyler Alexander,641302,0.2222222222222222,0.0,0.125
2025-07-11,777164,12,3,0,26,7,50,CWS,CWS,CLE,Tyler Alexander,641302,0.25,0.0,0.2692307692307692
2025-07-18,777107,4,1,1,8,4,15,CWS,PIT,CWS,Tyler Alexander,641302,0.25,0.25,0.5
2025-07-22,777048,8,4,0,18,7,32,CWS,TB,CWS,Tyler Alexander,641302,0.5,0.0,0.3888888888888889
2025-07-26,776994,4,1,0,6,1,13,CWS,CWS,CHC,Tyler Alexander,641302,0.25,0.0,0.16666666666666666
2025-07-27,776989,4,1,1,8,0,19,CWS,CWS,CHC,Tyler Alexander,641302,0.25,0.25,0.0
2025-07-30,776939,14,3,1,29,5,49,CWS,CWS,PHI,Tyler Alexander,641302,0.21428571428571427,0.07142857142857142,0.1724137931034483
2025-08-03,776885,3,0,0,6,1,15,CWS,LAA,CWS,Tyler Alexander,641302,0.0,0.0,0.16666666666666666
2025-08-06,776841,15,5,1,28,9,67,CWS,SEA,CWS,Tyler Alexander,641302,0.3333333333333333,0.06666666666666667,0.32142857142857145
2025-08-11,776781,16,5,1,27,5,65,CWS,CWS,DET,Tyler Alexander,641302,0.3125,0.0625,0.18518518518518517
2025-08-16,776712,12,4,1,24,7,51,CWS,KC,CWS,Tyler Alexander,641302,0.3333333333333333,0.08333333333333333,0.2916666666666667
2025-08-19,776687,6,0,1,6,0,20,CWS,ATL,CWS,Tyler Alexander,641302,0.0,0.16666666666666666,0.0
2025-08-23,776619,11,0,0,15,0,34,CWS,CWS,MIN,Tyler Alexander,641302,0.0,0.0,0.0
2025-08-26,776583,3,0,0,3,0,7,CWS,CWS,KC,Tyler Alexander,641302,0.0,0.0,0.0
2025-08-28,776556,11,2,0,14,0,32,CWS,CWS,NYY,Tyler Alexander,641302,0.18181818181818182,0.0,0.0
2025-08-30,776529,7,0,0,8,0,15,CWS,CWS,NYY,Tyler Alexander,641302,0.0,0.0,0.0
2025-09-01,776502,7,1,0,9,1,20,CWS,MIN,CWS,Tyler Alexander,641302,0.14285714285714285,0.0,0.1111111111111111
2025-09-04,776462,11,1,0,17,1,41,CWS,MIN,CWS,Tyler Alexander,641302,0.09090909090909091,0.0,0.058823529411764705
2025-09-09,776388,5,2,0,9,3,18,CWS,CWS,TB,Tyler Alexander,641302,0.4,0.0,0.3333333333333333
2025-09-11,776364,6,1,1,10,0,27,CWS,CWS,TB,Tyler Alexander,641302,0.16666666666666666,0.16666666666666666,0.0
2025-09-15,776314,4,0,0,13,2,23,CWS,CWS,BAL,Tyler Alexander,641302,0.0,0.0,0.15384615384615385
2025-09-16,776306,4,1,0,8,1,12,CWS,CWS,BAL,Tyler Alexander,641302,0.25,0.0,0.125
2025-09-24,776199,8,2,0,14,4,29,CWS,NYY,CWS,Tyler Alexander,641302,0.25,0.0,0.2857142857142857
2025-09-28,776143,3,1,0,7,2,17,CWS,WSH,CWS,Tyler Alexander,641302,0.3333333333333333,0.0,0.2857142857142857
2025-04-01,778485,24,1,5,39,3,89,CLE,SD,CLE,Logan Allen,671106,0.041666666666666664,0.20833333333333334,0.07692307692307693
2025-04-09,778391,21,4,2,36,3,83,CLE,CLE,CWS,Logan Allen,671106,0.19047619047619047,0.09523809523809523,0.08333333333333333
2025-04-15,778317,22,6,2,34,6,95,CLE,BAL,CLE,Logan Allen,671106,0.2727272727272727,0.09090909090909091,0.17647058823529413
2025-04-20,778242,23,5,1,40,7,95,CLE,PIT,CLE,Logan Allen,671106,0.21739130434782608,0.043478260869565216,0.175
2025-04-27,778157,25,2,3,47,8,96,CLE,CLE,BOS,Logan Allen,671106,0.08,0.12,0.1702127659574468
2025-05-02,778081,25,4,2,42,8,104,CLE,TOR,CLE,Logan Allen,671106,0.16,0.08,0.19047619047619047
2025-05-07,778022,23,3,4,32,6,91,CLE,WSH,CLE,Logan Allen,671106,0.13043478260869565,0.17391304347826086,0.1875
2025-05-13,777944,22,6,1,40,11,89,CLE,CLE,MIL,Logan Allen,671106,0.2727272727272727,0.045454545454545456,0.275
2025-05-19,777861,13,3,1,19,4,53,CLE,MIN,CLE,Logan Allen,671106,0.23076923076923078,0.07692307692307693,0.21052631578947367
2025-05-25,777780,23,2,4,40,5,97,CLE,DET,CLE,Logan Allen,671106,0.08695652173913043,0.17391304347826086,0.125
2025-05-31,777703,3,2,0,6,3,15,CLE,CLE,LAA,Logan Allen,671106,0.6666666666666666,0.0,0.5
2025-06-06,777622,27,2,2,34,4,88,CLE,CLE,HOU,Logan Allen,671106,0.07407407407407407,0.07407407407407407,0.11764705882352941
2025-06-11,777549,22,6,1,39,13,96,CLE,CLE,CIN,Logan Allen,671106,0.2727272727272727,0.045454545454545456,0.3333333333333333
2025-06-18,777454,21,4,2,46,8,95,CLE,SF,CLE,Logan Allen,671106,0.19047619047619047,0.09523809523809523,0.17391304347826086
2025-06-24,777384,27,4,2,55,8,104,CLE,CLE,TOR,Logan Allen,671106,0.14814814814814814,0.07407407407407407,0.14545454545454545
2025-06-29,777309,24,6,2,40,5,98,CLE,CLE,STL,Logan Allen,671106,0.25,0.08333333333333333,0.125
2025-07-05,777240,21,5,2,45,7,95,CLE,CLE,DET,Logan Allen,671106,0.23809523809523808,0.09523809523809523,0.15555555555555556
2025-07-11,777164,20,5,2,43,10,92,CLE,CWS,CLE,Logan Allen,671106,0.25,0.1,0.23255813953488372
2025-07-19,777104,24,4,0,38,6,81,CLE,CLE,ATH,Logan Allen,671106,0.16666666666666666,0.0,0.15789473684210525
2025-07-24,777019,27,4,0,49,9,92,CLE,CLE,BAL,Logan Allen,671106,0.14814814814814814,0.0,0.1836734693877551
2025-07-29,776951,28,3,1,58,7,113,CLE,CLE,COL,Logan Allen,671106,0.10714285714285714,0.03571428571428571,0.1206896551724138
2025-08-05,776863,23,6,4,41,10,88,CLE,NYM,CLE,Logan Allen,671106,0.2608695652173913,0.17391304347826086,0.24390243902439024
2025-08-12,776778,24,5,4,34,8,93,CLE,CLE,MIA,Logan Allen,671106,0.20833333333333334,0.16666666666666666,0.23529411764705882
2025-08-17,776706,23,6,3,46,9,107,CLE,CLE,ATL,Logan Allen,671106,0.2608695652173913,0.13043478260869565,0.1956521739130435
2025-08-23,776623,26,2,3,41,6,96,CLE,TEX,CLE,Logan Allen,671106,0.07692307692307693,0.11538461538461539,0.14634146341463414
2025-08-29,776547,24,5,3,40,12,100,CLE,CLE,SEA,Logan Allen,671106,0.20833333333333334,0.125,0.3
2025-09-04,776458,24,4,2,48,7,92,CLE,TB,CLE,Logan Allen,671106,0.16666666666666666,0.08333333333333333,0.14583333333333334
2025-09-10,776382,21,2,0,36,3,86,CLE,CLE,KC,Logan Allen,671106,0.09523809523809523,0.0,0.08333333333333333
2025-09-20,776243,27,7,1,47,13,102,CLE,MIN,CLE,Logan Allen,671106,0.25925925925925924,0.037037037037037035,0.2765957446808511
2025-09-28,776147,22,4,2,40,7,88,CLE,CLE,TEX,Logan Allen,671106,0.18181818181818182,0.09090909090909091,0.175
2025-09-01,776498,19,4,2,31,6,81,WSH,WSH,MIA,Andrew Alvarez,674841,0.21052631578947367,0.10526315789473684,0.1935483870967742
2025-09-07,776420,20,2,3,32,2,87,WSH,CHC,WSH,Andrew Alvarez,674841,0.1,0.15,0.0625
2025-09-13,776336,23,5,1,40,14,85,WSH,WSH,PIT,Andrew Alvarez,674841,0.21739130434782608,0.043478260869565216,0.35
2025-09-19,776259,18,4,1,32,6,82,WSH,NYM,WSH,Andrew Alvarez,674841,0.2222222222222222,0.05555555555555555,0.1875
2025-09-24,776200,18,5,3,25,3,83,WSH,ATL,WSH,Andrew Alvarez,674841,0.2777777777777778,0.16666666666666666,0.12
2025-03-31,778503,22,4,2,44,9,91,LAA,STL,LAA,Tyler Anderson,542881,0.18181818181818182,0.09090909090909091,0.20454545454545456
2025-04-06,778425,21,5,3,33,10,85,LAA,LAA,CLE,Tyler Anderson,542881,0.23809523809523808,0.14285714285714285,0.30303030303030304
2025-04-12,778351,22,6,4,44,10,95,LAA,HOU,LAA,Tyler Anderson,542881,0.2727272727272727,0.18181818181818182,0.22727272727272727
2025-04-18,778260,23,6,2,49,11,96,LAA,LAA,SF,Tyler Anderson,542881,0.2608695652173913,0.08695652173913043,0.22448979591836735
2025-04-24,778191,24,1,0,50,14,89,LAA,LAA,PIT,Tyler Anderson,542881,0.041666666666666664,0.0,0.28
2025-04-30,778104,25,5,2,53,15,96,LAA,SEA,LAA,Tyler Anderson,542881,0.2,0.08,0.2830188679245283
2025-05-06,778025,27,7,0,49,14,97,LAA,LAA,TOR,Tyler Anderson,542881,0.25925925925925924,0.0,0.2857142857142857
2025-05-11,777961,22,5,1,46,9,98,LAA,LAA,BAL,Tyler Anderson,542881,0.22727272727272727,0.045454545454545456,0.1956521739130435
2025-05-17,777884,23,4,0,49,9,104,LAA,LAD,LAA,Tyler Anderson,542881,0.17391304347826086,0.0,0.1836734693877551
2025-05-22,777812,26,0,6,46,3,99,LAA,ATH,LAA,Tyler Anderson,542881,0.0,0.23076923076923078,0.06521739130434782
2025-05-27,777745,25,3,1,46,11,97,LAA,LAA,NYY,Tyler Anderson,542881,0.12,0.04,0.2391304347826087
2025-06-02,777670,22,5,2,48,15,93,LAA,BOS,LAA,Tyler Anderson,542881,0.22727272727272727,0.09090909090909091,0.3125
2025-06-08,777589,25,6,1,48,14,94,LAA,LAA,SEA,Tyler Anderson,542881,0.24,0.04,0.2916666666666667
2025-06-14,777519,25,4,2,49,10,91,LAA,BAL,LAA,Tyler Anderson,542881,0.16,0.08,0.20408163265306123
2025-06-19,777449,25,4,2,48,9,97,LAA,NYY,LAA,Tyler Anderson,542881,0.16,0.08,0.1875
2025-06-24,777376,18,5,2,35,10,82,LAA,LAA,BOS,Tyler Anderson,542881,0.2777777777777778,0.1111111111111111,0.2857142857142857
2025-07-01,777298,24,7,1,41,14,88,LAA,ATL,LAA,Tyler Anderson,542881,0.2916666666666667,0.041666666666666664,0.34146341463414637
2025-07-06,777214,24,2,2,44,9,91,LAA,TOR,LAA,Tyler Anderson,542881,0.08333333333333333,0.08333333333333333,0.20454545454545456
2025-07-11,777150,25,3,2,42,7,84,LAA,LAA,AZ,Tyler Anderson,542881,0.12,0.08,0.16666666666666666
2025-07-21,777061,27,4,5,35,7,87,LAA,NYM,LAA,Tyler Anderson,542881,0.14814814814814814,0.18518518518518517,0.2
2025-07-26,776995,19,1,0,46,6,88,LAA,LAA,SEA,Tyler Anderson,542881,0.05263157894736842,0.0,0.13043478260869565
2025-08-01,776916,26,5,2,47,13,88,LAA,LAA,CWS,Tyler Anderson,542881,0.19230769230769232,0.07692307692307693,0.2765957446808511
2025-08-06,776843,18,5,1,37,12,70,LAA,LAA,TB,Tyler Anderson,542881,0.2777777777777778,0.05555555555555555,0.32432432432432434
2025-08-16,776718,19,1,5,29,4,85,LAA,ATH,LAA,Tyler Anderson,542881,0.05263157894736842,0.2631578947368421,0.13793103448275862
2025-08-22,776640,20,5,2,43,9,82,LAA,LAA,CHC,Tyler Anderson,542881,0.25,0.1,0.20930232558139536
2025-08-29,776543,22,1,3,43,9,86,LAA,HOU,LAA,Tyler Anderson,542881,0.045454545454545456,0.13636363636363635,0.20930232558139536
2025-03-29,778530,21,5,2,34,12,88,HOU,HOU,NYM,Spencer Arrighetti,681293,0.23809523809523808,0.09523809523809523,0.35294117647058826
2025-04-05,778440,18,3,3,35,10,70,HOU,MIN,HOU,Spencer Arrighetti,681293,0.16666666666666666,0.16666666666666666,0.2857142857142857
2025-08-06,776849,23,5,1,45,14,86,HOU,MIA,HOU,Spencer Arrighetti,681293,0.21739130434782608,0.043478260869565216,0.3111111111111111
2025-08-12,776769,22,3,5,31,4,88,HOU,HOU,BOS,Spencer Arrighetti,681293,0.13636363636363635,0.22727272727272727,0.12903225806451613
2025-08-18,776692,25,5,4,40,11,90,HOU,DET,HOU,Spencer Arrighetti,681293,0.2,0.16,0.275
