game_date,game_pk,batters_faced,strikeouts,walks,swings,whiffs,pitches,pitcher_team,home_team,away_team,pitcher_name,mlbam_id,K_pct,BB_pct,whiff_pct
2026-06-23,823286,8,2,1,20,4,40,SD,SD,ATL,Griffin Canning,656288,0.25,0.125,0.2
2026-06-29,824662,20,3,2,32,8,75,SD,CHC,SD,Griffin Canning,656288,0.15,0.1,0.25
2026-03-28,823161,18,5,3,36,8,91,CLE,SEA,CLE,Joey Cantillo,676282,0.2777777777777778,0.16666666666666666,0.2222222222222222
2026-04-03,824458,21,6,2,37,10,82,CLE,CLE,CHC,Joey Cantillo,676282,0.2857142857142857,0.09523809523809523,0.2702702702702703
2026-04-08,824455,21,9,2,35,12,88,CLE,CLE,KC,Joey Cantillo,676282,0.42857142857142855,0.09523809523809523,0.34285714285714286
2026-04-14,823072,21,3,2,37,9,82,CLE,STL,CLE,Joey Cantillo,676282,0.14285714285714285,0.09523809523809523,0.24324324324324326
2026-04-19,824452,22,6,3,33,11,89,CLE,CLE,BAL,Joey Cantillo,676282,0.2727272727272727,0.13636363636363635,0.3333333333333333
2026-04-25,822826,22,4,1,42,10,89,CLE,TOR,CLE,Joey Cantillo,676282,0.18181818181818182,0.045454545454545456,0.23809523809523808
2026-05-01,825012,20,2,3,33,8,69,CLE,ATH,CLE,Joey Cantillo,676282,0.1,0.15,0.24242424242424243
2026-05-06,824118,20,1,3,30,6,70,CLE,KC,CLE,Joey Cantillo,676282,0.05,0.15,0.2
2026-05-11,824441,24,4,1,45,14,93,CLE,CLE,LAA,Joey Cantillo,676282,0.16666666666666666,0.041666666666666664,0.3111111111111111
2026-05-16,824435,22,4,4,41,13,87,CLE,CLE,CIN,Joey Cantillo,676282,0.18181818181818182,0.18181818181818182,0.3170731707317073
2026-05-21,824274,23,6,3,52,16,98,CLE,DET,CLE,Joey Cantillo,676282,0.2608695652173913,0.13043478260869565,0.3076923076923077
2026-05-26,824434,13,1,4,24,2,69,CLE,CLE,WSH,Joey Cantillo,676282,0.07692307692307693,0.3076923076923077,0.08333333333333333
2026-06-02,823541,21,4,3,41,11,92,CLE,NYY,CLE,Joey Cantillo,676282,0.19047619047619047,0.14285714285714285,0.2682926829268293
2026-06-07,822890,25,7,2,48,11,97,CLE,TEX,CLE,Joey Cantillo,676282,0.28,0.08,0.22916666666666666
2026-06-13,824426,21,4,0,37,8,79,CLE,CLE,DET,Joey Cantillo,676282,0.19047619047619047,0.0,0.21621621621621623
2026-06-20,824180,28,9,1,50,20,99,CLE,HOU,CLE,Joey Cantillo,676282,0.32142857142857145,0.03571428571428571,0.4
2026-06-26,824423,20,9,2,37,18,90,CLE,CLE,SEA,Joey Cantillo,676282,0.45,0.1,0.4864864864864865
2026-07-01,824419,23,4,5,36,11,93,CLE,CLE,TEX,Joey Cantillo,676282,0.17391304347826086,0.21739130434782608,0.3055555555555556
2026-03-26,824704,17,5,3,27,6,75,WSH,CHC,WSH,Cade Cavalli,676917,0.29411764705882354,0.17647058823529413,0.2222222222222222
2026-04-01,823483,25,3,2,32,9,84,WSH,PHI,WSH,Cade Cavalli,676917,0.12,0.08,0.28125
2026-04-07,822754,20,3,4,38,7,94,WSH,WSH,STL,Cade Cavalli,676917,0.15,0.2,0.18421052631578946
2026-04-13,823400,12,2,3,15,4,48,WSH,PIT,WSH,Cade Cavalli,676917,0.16666666666666666,0.25,0.26666666666666666
2026-04-18,822751,19,5,0,44,8,93,WSH,WSH,SF,Cade Cavalli,676917,0.2631578947368421,0.0,0.18181818181818182
2026-04-23,822745,23,10,0,45,12,85,WSH,WSH,ATL,Cade Cavalli,676917,0.43478260869565216,0.0,0.26666666666666666
2026-04-29,823633,27,10,2,51,18,97,WSH,NYM,WSH,Cade Cavalli,676917,0.37037037037037035,0.07407407407407407,0.35294117647058826
2026-05-05,822743,22,2,3,37,8,76,WSH,WSH,MIN,Cade Cavalli,676917,0.09090909090909091,0.13636363636363635,0.21621621621621623
2026-05-10,823868,25,4,1,44,11,95,WSH,MIA,WSH,Cade Cavalli,676917,0.16,0.04,0.25
2026-05-16,822737,26,8,0,47,8,94,WSH,WSH,BAL,Cade Cavalli,676917,0.3076923076923077,0.0,0.1702127659574468
2026-05-21,822733,27,9,1,39,8,84,WSH,WSH,NYM,Cade Cavalli,676917,0.3333333333333333,0.037037037037037035,0.20512820512820512
2026-05-26,824434,25,7,2,42,12,88,WSH,CLE,WSH,Cade Cavalli,676917,0.28,0.08,0.2857142857142857
2026-06-01,822730,23,6,3,41,9,89,WSH,WSH,MIA,Cade Cavalli,676917,0.2608695652173913,0.13043478260869565,0.21951219512195122
2026-06-07,825074,22,2,1,48,9,88,WSH,AZ,WSH,Cade Cavalli,676917,0.09090909090909091,0.045454545454545456,0.1875
2026-06-13,822725,20,5,0,38,7,81,WSH,WSH,SEA,Cade Cavalli,676917,0.25,0.0,0.18421052631578946
2026-06-20,822967,16,1,3,26,3,68,WSH,TB,WSH,Cade Cavalli,676917,0.0625,0.1875,0.11538461538461539
2026-06-25,822717,25,7,1,54,11,97,WSH,WSH,PHI,Cade Cavalli,676917,0.28,0.04,0.2037037037037037
2026-06-30,824742,23,13,0,56,17,100,WSH,BOS,WSH,Cade Cavalli,676917,0.5652173913043478,0.0,0.30357142857142855
2026-03-28,822838,22,12,2,46,24,90,TOR,TOR,ATH,Dylan Cease,656302,0.5454545454545454,0.09090909090909091,0.5217391304347826
2026-04-03,824621,22,6,3,46,13,93,TOR,CWS,TOR,Dylan Cease,656302,0.2727272727272727,0.13636363636363635,0.2826086956521739
2026-04-08,822833,23,8,4,44,18,96,TOR,TOR,LAD,Dylan Cease,656302,0.34782608695652173,0.17391304347826086,0.4090909090909091
2026-04-15,823803,22,5,3,41,15,106,TOR,MIL,TOR,Dylan Cease,656302,0.22727272727272727,0.13636363636363635,0.36585365853658536
2026-04-20,824046,22,12,2,49,15,110,TOR,LAA,TOR,Dylan Cease,656302,0.5454545454545454,0.09090909090909091,0.30612244897959184
2026-04-27,822825,27,5,3,46,13,107,TOR,TOR,BOS,Dylan Cease,656302,0.18518518518518517,0.1111111111111111,0.2826086956521739
2026-05-02,823715,28,7,1,51,13,106,TOR,MIN,TOR,Dylan Cease,656302,0.25,0.03571428571428571,0.2549019607843137
2026-05-08,822822,25,10,0,54,16,97,TOR,TOR,LAA,Dylan Cease,656302,0.4,0.0,0.2962962962962963
2026-05-13,822815,26,9,3,37,11,99,TOR,TOR,TB,Dylan Cease,656302,0.34615384615384615,0.11538461538461539,0.2972972972972973
2026-05-19,823548,23,9,4,42,17,100,TOR,NYY,TOR,Dylan Cease,656302,0.391304347826087,0.17391304347826086,0.40476190476190477
2026-05-24,822813,19,8,1,37,11,77,TOR,TOR,PIT,Dylan Cease,656302,0.42105263157894735,0.05263157894736842,0.2972972972972973
2026-06-09,822805,22,11,1,50,23,93,TOR,TOR,PHI,Dylan Cease,656302,0.5,0.045454545454545456,0.46
2026-06-16,824750,23,7,4,48,15,108,TOR,BOS,TOR,Dylan Cease,656302,0.30434782608695654,0.17391304347826086,0.3125
2026-06-22,822800,23,8,4,50,12,110,TOR,TOR,HOU,Dylan Cease,656302,0.34782608695652173,0.17391304347826086,0.24
2026-06-27,822794,23,10,5,44,17,107,TOR,TOR,TEX,Dylan Cease,656302,0.43478260869565216,0.21739130434782608,0.38636363636363635
2026-03-29,823160,24,5,3,36,7,93,CLE,SEA,CLE,Slade Cecconi,677944,0.20833333333333334,0.125,0.19444444444444445
2026-04-05,824459,21,6,1,46,13,85,CLE,CLE,CHC,Slade Cecconi,677944,0.2857142857142857,0.047619047619047616,0.2826086956521739
2026-04-10,824941,23,3,1,39,4,86,CLE,ATL,CLE,Slade Cecconi,677944,0.13043478260869565,0.043478260869565216,0.10256410256410256
2026-04-15,823071,20,4,5,38,7,87,CLE,STL,CLE,Slade Cecconi,677944,0.2,0.25,0.18421052631578946
2026-04-20,824450,27,2,2,41,6,94,CLE,CLE,HOU,Slade Cecconi,677944,0.07407407407407407,0.07407407407407407,0.14634146341463414
2026-04-26,822824,24,5,1,45,10,90,CLE,TOR,CLE,Slade Cecconi,677944,0.20833333333333334,0.041666666666666664,0.2222222222222222
2026-05-02,825014,25,3,0,42,8,70,CLE,ATH,CLE,Slade Cecconi,677944,0.12,0.0,0.19047619047619047
2026-05-07,824117,23,3,3,26,2,82,CLE,KC,CLE,Slade Cecconi,677944,0.13043478260869565,0.13043478260869565,0.07692307692307693
2026-05-12,824442,18,7,1,45,8,89,CLE,CLE,LAA,Slade Cecconi,677944,0.3888888888888889,0.05555555555555555,0.17777777777777778
2026-05-18,824277,27,4,2,40,6,96,CLE,DET,CLE,Slade Cecconi,677944,0.14814814814814814,0.07407407407407407,0.15
2026-05-23,823458,22,5,1,43,7,86,CLE,PHI,CLE,Slade Cecconi,677944,0.22727272727272727,0.045454545454545456,0.16279069767441862
2026-05-29,824433,19,3,0,36,6,69,CLE,CLE,BOS,Slade Cecconi,677944,0.15789473684210525,0.0,0.16666666666666666
2026-06-04,823542,21,4,1,40,11,82,CLE,NYY,CLE,Slade Cecconi,677944,0.19047619047619047,0.047619047619047616,0.275
2026-06-09,824429,23,7,2,41,10,87,CLE,CLE,NYY,Slade Cecconi,677944,0.30434782608695654,0.08695652173913043,0.24390243902439024
2026-06-16,823775,22,4,2,31,6,82,CLE,MIL,CLE,Slade Cecconi,677944,0.18181818181818182,0.09090909090909091,0.1935483870967742
2026-06-21,824177,25,1,1,37,4,83,CLE,HOU,CLE,Slade Cecconi,677944,0.04,0.04,0.10810810810810811
2026-06-27,824421,24,4,2,39,8,87,CLE,CLE,SEA,Slade Cecconi,677944,0.16666666666666666,0.08333333333333333,0.20512820512820512
2026-03-31,824537,19,6,6,33,11,81,PIT,CIN,PIT,Bubba Chandler,696149,0.3157894736842105,0.3157894736842105,0.3333333333333333
2026-04-06,823401,21,4,4,36,7,83,PIT,PIT,SD,Bubba Chandler,696149,0.19047619047619047,0.19047619047619047,0.19444444444444445
2026-04-12,824696,23,4,2,48,12,91,PIT,CHC,PIT,Bubba Chandler,696149,0.17391304347826086,0.08695652173913043,0.25
2026-04-17,823397,22,3,1,46,8,90,PIT,PIT,TB,Bubba Chandler,696149,0.13636363636363635,0.045454545454545456,0.17391304347826086
2026-04-23,822912,23,4,3,35,4,79,PIT,TEX,PIT,Bubba Chandler,696149,0.17391304347826086,0.13043478260869565,0.11428571428571428
2026-04-29,823392,22,6,4,41,11,85,PIT,PIT,STL,Bubba Chandler,696149,0.2727272727272727,0.18181818181818182,0.2682926829268293
2026-05-05,825092,22,4,6,42,10,93,PIT,AZ,PIT,Bubba Chandler,696149,0.18181818181818182,0.2727272727272727,0.23809523809523808
2026-05-10,823221,21,3,1,43,5,77,PIT,SF,PIT,Bubba Chandler,696149,0.14285714285714285,0.047619047619047616,0.11627906976744186
2026-05-16,823382,16,2,3,28,1,77,PIT,PIT,PHI,Bubba Chandler,696149,0.125,0.1875,0.03571428571428571
2026-05-22,822816,23,11,3,51,20,99,PIT,TOR,PIT,Bubba Chandler,696149,0.4782608695652174,0.13043478260869565,0.39215686274509803
2026-05-27,823376,24,5,2,50,9,91,PIT,PIT,CHC,Bubba Chandler,696149,0.20833333333333334,0.08333333333333333,0.18
2026-06-02,824189,23,3,2,40,11,91,PIT,HOU,PIT,Bubba Chandler,696149,0.13043478260869565,0.08695652173913043,0.275
2026-06-07,824916,20,7,2,44,8,88,PIT,ATL,PIT,Bubba Chandler,696149,0.35,0.1,0.18181818181818182
2026-06-13,823369,22,6,1,41,12,84,PIT,PIT,MIA,Bubba Chandler,696149,0.2727272727272727,0.045454545454545456,0.2926829268292683
2026-06-19,824345,26,1,2,38,9,74,PIT,COL,PIT,Bubba Chandler,696149,0.038461538461538464,0.07692307692307693,0.23684210526315788
2026-06-25,823366,23,4,3,38,7,75,PIT,PIT,SEA,Bubba Chandler,696149,0.17391304347826086,0.13043478260869565,0.18421052631578946
2026-06-30,823445,29,6,2,51,7,97,PIT,PHI,PIT,Bubba Chandler,696149,0.20689655172413793,0.06896551724137931,0.13725490196078433
2026-03-31,824942,20,3,1,41,6,87,ATH,ATL,ATH,Aaron Civale,650644,0.15,0.05,0.14634146341463414
2026-04-07,823567,22,6,4,33,7,88,ATH,NYY,ATH,Aaron Civale,650644,0.2727272727272727,0.18181818181818182,0.21212121212121213
2026-04-12,823642,20,2,0,35,10,75,ATH,NYM,ATH,Aaron Civale,650644,0.1,0.0,0.2857142857142857
2026-04-17,825019,27,4,0,46,9,107,ATH,ATH,CWS,Aaron Civale,650644,0.14814814814814814,0.0,0.1956521739130435
2026-04-22,823147,23,5,1,36,6,85,ATH,SEA,ATH,Aaron Civale,650644,0.21739130434782608,0.043478260869565216,0.16666666666666666
2026-04-28,825017,21,3,1,43,7,87,ATH,ATH,KC,Aaron Civale,650644,0.14285714285714285,0.047619047619047616,0.16279069767441862
2026-05-03,825013,26,3,2,39,3,93,ATH,ATH,CLE,Aaron Civale,650644,0.11538461538461539,0.07692307692307693,0.07692307692307693
2026-05-09,824847,23,6,3,41,8,97,ATH,BAL,ATH,Aaron Civale,650644,0.2608695652173913,0.13043478260869565,0.1951219512195122
2026-05-15,825009,22,2,1,35,4,76,ATH,ATH,SF,Aaron Civale,650644,0.09090909090909091,0.045454545454545456,0.11428571428571428
2026-05-20,824032,21,2,2,33,6,61,ATH,LAA,ATH,Aaron Civale,650644,0.09523809523809523,0.09523809523809523,0.18181818181818182
2026-05-25,825005,22,2,1,34,6,73,ATH,ATH,SEA,Aaron Civale,650644,0.09090909090909091,0.045454545454545456,0.17647058823529413
2026-06-17,824992,20,2,2,35,10,71,ATH,ATH,PIT,Aaron Civale,650644,0.1,0.1,0.2857142857142857
2026-06-23,823210,18,5,0,44,7,84,ATH,SF,ATH,Aaron Civale,650644,0.2777777777777778,0.0,0.1590909090909091
2026-06-28,824011,22,2,1,53,7,90,ATH,LAA,ATH,Aaron Civale,650644,0.09090909090909091,0.045454545454545456,0.1320754716981132
2026-05-22,823546,22,2,3,31,4,72,NYY,NYY,TB,Gerrit Cole,543037,0.09090909090909091,0.13636363636363635,0.12903225806451613
2026-05-27,824104,23,10,0,43,12,79,NYY,KC,NYY,Gerrit Cole,543037,0.43478260869565216,0.0,0.27906976744186046
2026-06-03,823540,23,2,1,39,2,83,NYY,NYY,CLE,Gerrit Cole,543037,0.08695652173913043,0.043478260869565216,0.05128205128205128
2026-06-09,824429,21,4,2,37,4,84,NYY,CLE,NYY,Gerrit Cole,543037,0.19047619047619047,0.09523809523809523,0.10810810810810811
2026-06-16,823535,23,6,2,43,6,90,NYY,NYY,CWS,Gerrit Cole,543037,0.2608695652173913,0.08695652173913043,0.13953488372093023
2026-06-22,824261,24,5,1,42,11,89,NYY,DET,NYY,Gerrit Cole,543037,0.20833333333333334,0.041666666666666664,0.2619047619047619
2026-06-27,824745,24,5,1,46,6,89,NYY,BOS,NYY,Gerrit Cole,543037,0.20833333333333334,0.041666666666666664,0.13043478260869565
2026-04-10,822829,21,3,1,40,8,85,TOR,TOR,MIN,Patrick Corbin,571578,0.14285714285714285,0.047619047619047616,0.2
2026-04-16,823801,21,6,1,36,9,79,TOR,MIL,TOR,Patrick Corbin,571578,0.2857142857142857,0.047619047619047616,0.25
2026-04-21,824045,18,3,2,27,3,65,TOR,LAA,TOR,Patrick Corbin,571578,0.16666666666666666,0.1111111111111111,0.1111111111111111
2026-04-26,822824,21,4,2,42,12,84,TOR,TOR,CLE,Patrick Corbin,571578,0.19047619047619047,0.09523809523809523,0.2857142857142857
2026-05-01,823713,23,4,1,40,3,79,TOR,MIN,TOR,Patrick Corbin,571578,0.17391304347826086,0.043478260869565216,0.075
2026-05-06,822985,22,1,2,28,2,61,TOR,TB,TOR,Patrick Corbin,571578,0.045454545454545456,0.09090909090909091,0.07142857142857142
2026-05-12,822817,23,1,1,43,4,86,TOR,TOR,TB,Patrick Corbin,571578,0.043478260869565216,0.043478260869565216,0.09302325581395349
2026-05-18,823549,20,3,3,41,9,79,TOR,NYY,TOR,Patrick Corbin,571578,0.15,0.15,0.21951219512195122
2026-05-23,822814,23,7,0,46,12,84,TOR,TOR,PIT,Patrick Corbin,571578,0.30434782608695654,0.0,0.2608695652173913
2026-05-28,824834,21,4,1,36,6,80,TOR,BAL,TOR,Patrick Corbin,571578,0.19047619047619047,0.047619047619047616,0.16666666666666666
2026-06-03,824917,23,1,2,41,4,85,TOR,ATL,TOR,Patrick Corbin,571578,0.043478260869565216,0.08695652173913043,0.0975609756097561
2026-06-08,822806,18,3,4,36,9,80,TOR,TOR,PHI,Patrick Corbin,571578,0.16666666666666666,0.2222222222222222,0.25
2026-06-14,822801,18,3,0,39,7,76,TOR,TOR,NYY,Patrick Corbin,571578,0.16666666666666666,0.0,0.1794871794871795
2026-06-20,824665,20,4,3,45,10,101,TOR,CHC,TOR,Patrick Corbin,571578,0.2,0.15,0.2222222222222222
2026-06-26,822796,21,5,1,41,5,94,TOR,TOR,TEX,Patrick Corbin,571578,0.23809523809523808,0.047619047619047616,0.12195121951219512
2026-07-01,822791,18,5,0,32,8,73,TOR,TOR,NYM,Patrick Corbin,571578,0.2777777777777778,0.0,0.25
2026-03-26,824541,24,8,2,42,9,80,BOS,CIN,BOS,Garrett Crochet,676979,0.3333333333333333,0.08333333333333333,0.21428571428571427
2026-04-01,824211,23,7,0,52,14,93,BOS,HOU,BOS,Garrett Crochet,676979,0.30434782608695654,0.0,0.2692307692307692
2026-04-07,824780,27,7,2,48,11,107,BOS,BOS,MIL,Garrett Crochet,676979,0.25925925925925924,0.07407407407407407,0.22916666666666666
2026-04-13,823725,18,0,3,24,3,55,BOS,MIN,BOS,Garrett Crochet,676979,0.0,0.16666666666666666,0.125
2026-04-19,824777,24,8,2,45,9,93,BOS,BOS,DET,Garrett Crochet,676979,0.3333333333333333,0.08333333333333333,0.2
2026-04-25,824851,22,7,2,41,12,90,BOS,BAL,BOS,Garrett Crochet,676979,0.3181818181818182,0.09090909090909091,0.2926829268292683
2026-04-17,823883,21,4,1,38,2,77,MIL,MIA,MIL,Coleman Crow,689441,0.19047619047619047,0.047619047619047616,0.05263157894736842
2026-05-15,823707,20,3,0,37,9,68,MIL,MIN,MIL,Coleman Crow,689441,0.15,0.0,0.24324324324324326
2026-05-29,824191,18,1,2,27,5,61,MIL,HOU,MIL,Coleman Crow,689441,0.05555555555555555,0.1111111111111111,0.18518518518518517
2026-06-04,823779,18,2,2,36,8,70,MIL,MIL,SF,Coleman Crow,689441,0.1111111111111111,0.1111111111111111,0.2222222222222222
2026-06-09,824999,9,0,0,12,0,23,MIL,ATH,MIL,Coleman Crow,689441,0.0,0.0,0.0
2026-03-31,824861,20,7,0,44,13,79,TEX,BAL,TEX,Jacob deGrom,594798,0.35,0.0,0.29545454545454547
2026-04-06,822918,18,6,1,38,13,78,TEX,TEX,SEA,Jacob deGrom,594798,0.3333333333333333,0.05555555555555555,0.34210526315789475
2026-04-12,823966,25,9,2,47,15,96,TEX,LAD,TEX,Jacob deGrom,594798,0.36,0.08,0.3191489361702128
2026-04-17,823152,18,3,2,48,7,88,TEX,SEA,TEX,Jacob deGrom,594798,0.16666666666666666,0.1111111111111111,0.14583333333333334
2026-04-23,822912,23,10,1,50,21,89,TEX,TEX,PIT,Jacob deGrom,594798,0.43478260869565216,0.043478260869565216,0.42
2026-04-28,822908,22,5,0,44,12,93,TEX,TEX,NYY,Jacob deGrom,594798,0.22727272727272727,0.0,0.2727272727272727
2026-05-05,823553,27,7,1,54,15,95,TEX,NYY,TEX,Jacob deGrom,594798,0.25925925925925924,0.037037037037037035,0.2777777777777778
2026-05-10,822902,24,10,0,51,23,94,TEX,TEX,CHC,Jacob deGrom,594798,0.4166666666666667,0.0,0.45098039215686275
2026-05-16,824193,23,4,0,49,17,94,TEX,HOU,TEX,Jacob deGrom,594798,0.17391304347826086,0.0,0.3469387755102041
2026-05-22,824029,18,3,3,38,11,65,TEX,LAA,TEX,Jacob deGrom,594798,0.16666666666666666,0.16666666666666666,0.2894736842105263
2026-05-27,822897,23,6,1,49,20,97,TEX,TEX,HOU,Jacob deGrom,594798,0.2608695652173913,0.043478260869565216,0.40816326530612246
2026-06-01,823050,21,8,1,47,18,91,TEX,STL,TEX,Jacob deGrom,594798,0.38095238095238093,0.047619047619047616,0.3829787234042553
2026-06-07,822890,23,6,2,43,10,87,TEX,TEX,CLE,Jacob deGrom,594798,0.2608695652173913,0.08695652173913043,0.23255813953488372
2026-06-13,824749,23,5,0,44,13,90,TEX,BOS,TEX,Jacob deGrom,594798,0.21739130434782608,0.0,0.29545454545454547
2026-06-19,822886,27,9,2,52,14,110,TEX,TEX,SD,Jacob deGrom,594798,0.3333333333333333,0.07407407407407407,0.2692307692307692
2026-06-24,823850,23,8,2,47,22,91,TEX,MIA,TEX,Jacob deGrom,594798,0.34782608695652173,0.08695652173913043,0.46808510638297873
2026-06-30,824418,25,9,0,50,16,96,TEX,CLE,TEX,Jacob deGrom,594798,0.36,0.0,0.32
2026-03-28,824213,21,9,0,53,15,95,LAA,HOU,LAA,Reid Detmers,672282,0.42857142857142855,0.0,0.2830188679245283
2026-04-03,824056,26,4,4,47,12,105,LAA,LAA,SEA,Reid Detmers,672282,0.15384615384615385,0.15384615384615385,0.2553191489361702
2026-04-08,824050,22,4,2,48,11,92,LAA,LAA,ATL,Reid Detmers,672282,0.18181818181818182,0.09090909090909091,0.22916666666666666
2026-04-14,823562,25,9,0,51,15,99,LAA,NYY,LAA,Reid Detmers,672282,0.36,0.0,0.29411764705882354
2026-04-20,824046,26,5,2,44,11,90,LAA,LAA,TOR,Reid Detmers,672282,0.19230769230769232,0.07692307692307693,0.25
2026-04-26,824122,21,5,1,40,8,93,LAA,KC,LAA,Reid Detmers,672282,0.23809523809523808,0.047619047619047616,0.2
2026-05-02,824042,27,8,0,53,14,95,LAA,LAA,NYM,Reid Detmers,672282,0.2962962962962963,0.0,0.2641509433962264
2026-05-08,822822,20,3,6,42,5,99,LAA,TOR,LAA,Reid Detmers,672282,0.15,0.3,0.11904761904761904
2026-05-13,824438,25,6,2,44,7,102,LAA,CLE,LAA,Reid Detmers,672282,0.24,0.08,0.1590909090909091
2026-05-19,824033,27,8,2,51,15,92,LAA,LAA,ATH,Reid Detmers,672282,0.2962962962962963,0.07407407407407407,0.29411764705882354
2026-05-24,824028,25,14,0,51,22,96,LAA,LAA,TEX,Reid Detmers,672282,0.56,0.0,0.43137254901960786
2026-05-30,822975,23,7,3,38,12,93,LAA,TB,LAA,Reid Detmers,672282,0.30434782608695654,0.13043478260869565,0.3157894736842105
2026-06-05,823943,21,6,2,42,11,91,LAA,LAD,LAA,Reid Detmers,672282,0.2857142857142857,0.09523809523809523,0.2619047619047619
2026-06-10,824022,22,9,0,43,8,89,LAA,LAA,HOU,Reid Detmers,672282,0.4090909090909091,0.0,0.18604651162790697
2026-06-16,825070,24,3,0,45,4,90,LAA,AZ,LAA,Reid Detmers,672282,0.125,0.0,0.08888888888888889
2026-06-21,824987,27,4,4,45,12,90,LAA,ATH,LAA,Reid Detmers,672282,0.14814814814814814,0.14814814814814814,0.26666666666666666
2026-06-27,824015,24,8,3,52,17,99,LAA,LAA,ATH,Reid Detmers,672282,0.3333333333333333,0.125,0.3269230769230769
2026-04-08,824779,15,2,4,20,3,63,MIL,BOS,MIL,Shane Drohan,675660,0.13333333333333333,0.26666666666666666,0.15
2026-04-24,823800,19,2,1,42,8,71,MIL,MIL,PIT,Shane Drohan,675660,0.10526315789473684,0.05263157894736842,0.19047619047619047
2026-04-28,823798,3,1,0,6,3,10,MIL,MIL,AZ,Shane Drohan,675660,0.3333333333333333,0.0,0.5
2026-04-30,823795,16,4,0,32,7,60,MIL,MIL,AZ,Shane Drohan,675660,0.25,0.0,0.21875
2026-05-04,823064,6,1,1,11,3,23,MIL,STL,MIL,Shane Drohan,675660,0.16666666666666666,0.16666666666666666,0.2727272727272727
2026-05-08,823794,10,3,0,17,7,40,MIL,MIL,NYY,Shane Drohan,675660,0.3,0.0,0.4117647058823529
2026-05-12,823790,2,2,0,9,3,14,MIL,MIL,SD,Shane Drohan,675660,1.0,0.0,0.3333333333333333
2026-05-18,824680,16,5,0,28,9,42,MIL,CHC,MIL,Shane Drohan,675660,0.3125,0.0,0.32142857142857145
2026-05-22,823788,8,2,2,14,2,39,MIL,MIL,LAD,Shane Drohan,675660,0.25,0.25,0.14285714285714285
2026-05-24,823786,11,5,0,25,6,40,MIL,MIL,LAD,Shane Drohan,675660,0.45454545454545453,0.0,0.24
2026-05-27,823783,7,1,0,12,2,27,MIL,MIL,STL,Shane Drohan,675660,0.14285714285714285,0.0,0.16666666666666666
2026-06-01,823781,17,5,2,34,11,68,MIL,MIL,SF,Shane Drohan,675660,0.29411764705882354,0.11764705882352941,0.3235294117647059
2026-06-07,824349,24,4,1,40,8,83,MIL,COL,MIL,Shane Drohan,675660,0.16666666666666666,0.041666666666666664,0.2
2026-06-13,823776,23,7,0,39,13,78,MIL,MIL,PHI,Shane Drohan,675660,0.30434782608695654,0.0,0.3333333333333333
2026-06-18,823772,21,3,3,38,8,91,MIL,MIL,CLE,Shane Drohan,675660,0.14285714285714285,0.14285714285714285,0.21052631578947367
2026-06-24,824500,20,5,3,45,5,98,MIL,CIN,MIL,Shane Drohan,675660,0.25,0.15,0.1111111111111111
2026-07-01,823767,23,7,1,37,14,78,MIL,MIL,CIN,Shane Drohan,675660,0.30434782608695654,0.043478260869565216,0.3783783783783784
2026-03-29,824538,21,6,2,43,7,96,BOS,CIN,BOS,Connelly Early,813349,0.2857142857142857,0.09523809523809523,0.16279069767441862
2026-04-04,824782,19,4,4,41,9,88,BOS,BOS,SD,Connelly Early,813349,0.21052631578947367,0.21052631578947367,0.21951219512195122
2026-04-10,823076,21,5,2,36,9,86,BOS,STL,BOS,Connelly Early,813349,0.23809523809523808,0.09523809523809523,0.25
2026-04-15,823722,23,5,2,31,6,85,BOS,MIN,BOS,Connelly Early,813349,0.21739130434782608,0.08695652173913043,0.1935483870967742
2026-04-21,824773,23,4,3,34,7,92,BOS,BOS,NYY,Connelly Early,813349,0.17391304347826086,0.13043478260869565,0.20588235294117646
2026-04-26,824852,24,4,1,43,8,92,BOS,BAL,BOS,Connelly Early,813349,0.16666666666666666,0.041666666666666664,0.18604651162790697
2026-05-02,824771,20,3,3,39,8,77,BOS,BOS,HOU,Connelly Early,813349,0.15,0.15,0.20512820512820512
2026-05-08,824768,26,8,1,47,8,96,BOS,BOS,TB,Connelly Early,813349,0.3076923076923077,0.038461538461538464,0.1702127659574468
2026-05-15,824925,22,6,0,47,8,86,BOS,ATL,BOS,Connelly Early,813349,0.2727272727272727,0.0,0.1702127659574468
2026-05-20,824111,27,5,1,44,11,93,BOS,KC,BOS,Connelly Early,813349,0.18518518518518517,0.037037037037037035,0.25
2026-05-27,824756,28,7,3,52,10,97,BOS,BOS,ATL,Connelly Early,813349,0.25,0.10714285714285714,0.19230769230769232
2026-06-02,824754,23,6,1,50,11,96,BOS,BOS,BAL,Connelly Early,813349,0.2608695652173913,0.043478260869565216,0.22
2026-06-08,822972,23,6,4,43,12,96,BOS,TB,BOS,Connelly Early,813349,0.2608695652173913,0.17391304347826086,0.27906976744186046
2026-06-14,824751,27,3,2,42,5,92,BOS,BOS,TEX,Connelly Early,813349,0.1111111111111111,0.07407407407407407,0.11904761904761904
2026-06-20,823126,24,7,2,39,13,98,BOS,SEA,BOS,Connelly Early,813349,0.2916666666666667,0.08333333333333333,0.3333333333333333
2026-06-25,824747,24,9,1,54,17,98,BOS,BOS,NYY,Connelly Early,813349,0.375,0.041666666666666664,0.3148148148148148
